TopicWeight;CorefThreshold;Precision;Recall;Fmeasure
0.04;0.0;0.07022386555941512;0.20698454716912773;0.10218594213713818
0.05;0.0;0.07022386555941512;0.20698454716912773;0.10218594213713818
0.06;0.0;0.07022386555941512;0.20698454716912773;0.10218594213713818
0.07;0.0;0.07022386555941512;0.20698454716912773;0.10218594213713818
0.08;0.0;0.07022386555941512;0.20698454716912773;0.10218594213713818
0.09;0.0;0.07022386555941512;0.20698454716912773;0.10218594213713818
0.1;0.0;0.07105719889274846;0.20849969868427926;0.10326121095434247
0.11;0.0;0.0721616111042475;0.21383194269299388;0.10507031059044633
0.12;0.0;0.07448564821313058;0.21254989141094258;0.1075146618836892
0.13;0.0;0.07902937273460255;0.21679231565336682;0.11279186054029473
0.14;0.0;0.0792079592897972;0.21679231565336682;0.11299608390519679
0.15;0.0;0.07966655747719463;0.21679231565336682;0.11355133876038874
0.16;0.0;0.0797502348618296;0.21766950863582296;0.11392568110210563
0.17;0.0;0.08027933539093014;0.2177572279340686;0.1144967766732012
0.18;0.0;0.08027933539093014;0.2177572279340686;0.1144967766732012
0.19;0.0;0.08044873500958233;0.2177572279340686;0.11469356106071507
0.2;0.0;0.08088427507926872;0.21886833904517972;0.11532012747675517
0.21;0.0;0.08208510323661862;0.2222893916767587;0.11708650924313696
0.22;0.0;0.08195290318840683;0.22244090682827383;0.11696197657317772
0.23;0.0;0.08250263242042455;0.2241075734949405;0.11778961742201816
0.24;0.0;0.08169946970980707;0.22077424016160718;0.11649141997015221
0.25;0.0;0.08169946970980707;0.22077424016160718;0.11649141997015221
0.26;0.0;0.08225502526536263;0.22216312905049607;0.11728507076380304
0.27;0.0;0.08225502526536263;0.22216312905049607;0.11728507076380304
0.28;0.0;0.08225502526536263;0.22216312905049607;0.11728507076380304
0.29;0.0;0.08304469453329277;0.2244292109218411;0.11845148604786539
0.3;0.0;0.08339340423811549;0.22387365536628553;0.11879867626274006
0.31;0.0;0.08618469797852414;0.22313291462554477;0.12128830265671954
0.32;0.0;0.08625884346342014;0.22313291462554477;0.1213708551744645
0.33;0.0;0.08625884346342014;0.22313291462554477;0.1213708551744645
0.34;0.0;0.08625884346342014;0.22313291462554477;0.1213708551744645
0.35;0.0;0.08625884346342014;0.22313291462554477;0.1213708551744645
0.36;0.0;0.08625884346342014;0.22313291462554477;0.1213708551744645
0.37;0.0;0.086463500489745;0.22313291462554477;0.12158043631836768
0.38;0.0;0.08750818957206848;0.22548585580201536;0.12304724373204384
0.39;0.0;0.08750818957206848;0.22548585580201536;0.12304724373204384
0.4;0.0;0.08859657013162398;0.22787901819517772;0.12456538989026036
0.41;0.0;0.08845882847026874;0.22287901819517772;0.12396529804043503
0.42;0.0;0.08849347465197376;0.22287901819517772;0.1240224961333474
0.43;0.0;0.08849347465197376;0.22287901819517772;0.1240224961333474
0.44;0.0;0.08742134989563848;0.2198487151648747;0.12224169639237283
0.45;0.0;0.087433862408151;0.2198487151648747;0.12225586872797373
0.46;0.0;0.087433862408151;0.2198487151648747;0.12225586872797373
0.47;0.0;0.08819955099243026;0.221603101129787;0.1233344198065248
0.48;0.0;0.08819955099243026;0.221603101129787;0.1233344198065248
0.49;0.0;0.08821315643460714;0.221603101129787;0.12335044544755046
0.5;0.0;0.08857538459804015;0.221603101129787;0.12370878237200572
0.51;0.0;0.11923885692525608;0.182127331586293;0.14024680409342433
0.52;0.0;0.11923885692525608;0.182127331586293;0.14024680409342433
0.53;0.0;0.11923885692525608;0.182127331586293;0.14024680409342433
0.54;0.0;0.1192746992191629;0.182127331586293;0.14027901021258696
0.55;0.0;0.11972617513116512;0.182127331586293;0.14060893491323323
0.56;0.0;0.11980950846449846;0.182127331586293;0.14066430589883674
0.57;0.0;0.1202593283002832;0.18296066491962631;0.1412498375406757
0.58;0.0;0.1202593283002832;0.18296066491962631;0.1412498375406757
0.59;0.0;0.11968461565660503;0.18296066491962631;0.14070828758736104
0.6;0.0;0.12044393095215221;0.18296066491962631;0.14121357369127144
0.61;0.0;0.12279640313780901;0.18296066491962631;0.14269289370186186
0.62;0.0;0.12279640313780901;0.18296066491962631;0.14269289370186186
0.63;0.0;0.12373303029962236;0.18343414976811118;0.14404859076517698
0.64;0.0;0.12373303029962236;0.18343414976811118;0.14404859076517698
0.65;0.0;0.12373303029962236;0.18343414976811118;0.14404859076517698
0.66;0.0;0.12382192495198452;0.18065637199033344;0.14290328510808023
0.67;0.0;0.12473926789238714;0.17982303865700006;0.1427506981571773
0.68;0.0;0.12582392397704323;0.1809341497681112;0.14381682157624193
0.69;0.0;0.12582392397704323;0.1809341497681112;0.14381682157624193
0.7;0.0;0.13540642109550516;0.1719839966074317;NaN
0.71;0.0;0.13540642109550516;0.1719839966074317;NaN
0.72;0.0;0.13540642109550516;0.1719839966074317;NaN
0.73;0.0;0.135528970115113;0.1719839966074317;NaN
0.74;0.0;0.135528970115113;0.1719839966074317;NaN
0.75;0.0;0.1362536077962724;0.17302566327409835;NaN
0.76;0.0;0.13772506910509355;0.17302566327409835;NaN
0.77;0.0;0.13772506910509355;0.17302566327409835;NaN
0.78;0.0;0.13772506910509355;0.17302566327409835;NaN
0.79;0.0;0.13865099503101946;0.17302566327409835;NaN
0.8;0.0;0.13858157520106124;0.1711738114222465;NaN
0.81;0.0;0.13896523293766014;0.1711738114222465;NaN
0.82;0.0;0.13896523293766014;0.1711738114222465;NaN
0.83;0.0;0.13906404716690918;0.1711738114222465;NaN
0.84;0.0;0.13912562352158897;0.1711738114222465;NaN
0.85;0.0;0.13980884552834036;0.16950714475557987;NaN
0.86;0.0;0.14632510420175268;0.17043307068150576;NaN
0.87;0.0;0.14378850962661854;0.16858121882965393;NaN
0.88;0.0;0.14164696992878872;0.16024788549632063;NaN
0.89;0.0;0.1417843325661514;0.16024788549632063;NaN
0.9;0.0;0.14233988812170695;0.16024788549632063;NaN
0.91;0.0;0.1416085028903217;0.15945423470266984;NaN
0.92;0.0;0.14348851804321605;0.15945423470266984;NaN
0.93;0.0;0.14236305722062212;0.15866058390901905;NaN
0.94;0.0;0.14381826309393145;0.1597022505756857;NaN
0.95;0.0;0.14329992178611645;0.15851177438520953;NaN
0.96;0.0;NaN;0.006851851851851851;NaN
0.97;0.0;NaN;0.0;NaN
0.98;0.0;NaN;0.0;NaN
0.99;0.0;NaN;0.0;NaN
