TopicWeight;CorefThreshold;Precision;Recall;Fmeasure
0.0;0.0;0.06760675524382133;0.20138641844599903;0.0987460591314336
0.01;0.0;0.07761633094259245;0.2023881019476825;0.10930253866661235
0.02;0.0;0.09506540976427287;0.2041473612069418;0.12656385819730837
0.03;0.0;0.10329937926797889;0.2041473612069418;0.13406389877365935
0.04;0.0;0.11183736775773721;0.2041473612069418;0.14128865432058607
0.05;0.0;0.12002886583288114;0.2041473612069418;0.14802891696966958
0.06;0.0;0.12656257058449047;0.20318776524734583;0.15277254875136645
0.07;0.0;0.1304550967323209;0.20152109858067915;0.15515707318637284
0.08;0.0;0.13735745926723644;0.20152109858067915;0.16032749698998422
0.09;0.0;0.14350703839788184;0.20337295043253098;0.16539286651320148
0.1;0.0;0.15517087590060558;0.20599921305879365;0.17420377267317227
0.11;0.0;0.16186766004203784;0.20599921305879365;0.17875500639210704
0.12;0.0;0.17207512110937867;0.20599921305879365;0.1848566762689484
0.13;0.0;0.18425167177886242;0.21106865750323808;0.1945099109857991
0.14;0.0;0.19240243164833234;0.20955350598808659;0.19829429082388292
0.15;0.0;0.20160104080178307;0.20867631300563044;0.20305571677133732
0.16;0.0;0.20544532266657572;0.20955350598808659;0.20539318168665538
0.17;0.0;0.21302281538041407;0.21043069897054276;0.20956283133080314
0.18;0.0;0.2148674521796495;0.20765292119276496;0.2089470393330096
0.19;0.0;0.21714779880041882;0.20598625452609828;0.20904043980008286
0.2;0.0;0.22287918042251592;0.20598625452609828;0.2114425019423295
0.21;0.0;0.23096210030715011;0.210133802884173;0.21749006200666507
0.22;0.0;0.2325610055967159;0.2080184182687884;0.21701728837455114
0.23;0.0;0.23565257686991767;0.20977280423370068;0.21940856111673704
0.24;0.0;0.23529901220497196;0.20611783347346674;0.21740386632664588
0.25;0.0;0.2385849521735632;0.2032523363974433;0.2168716051209123
0.26;0.0;0.24108120128049346;0.2032523363974433;0.2178707593138494
0.27;0.0;0.25261588012360886;0.2047674879125948;0.22251914335787346
0.28;0.0;0.25415713141123697;0.20143415457926148;0.22089103957376005
0.29;0.0;0.2564643327705483;0.20100486164996856;0.22170075750890086
0.3;0.0;0.26873741105678456;0.20365192047349798;0.22758688219304019
0.31;0.0;0.2713605688973336;0.20180006862164612;0.2273967404968983
0.32;0.0;0.2774058664043017;0.2007584019549795;0.22871487170035387
0.33;0.0;0.280746403135335;0.1994284356250131;0.22879868966398356
0.34;0.0;0.2835908344751224;0.19855124264255694;0.22915641213890434
0.35;0.0;0.2861607509420977;0.1976740496601008;0.22940763355972071
0.36;0.0;0.2891679847213903;0.19471108669713788;0.22771914652015032
0.37;0.0;0.28964456023279544;0.1935999755860268;0.22709105470713736
0.38;0.0;0.2908032887236851;0.19464164225269345;0.22816202932765284
0.39;0.0;0.2941541644275019;0.19464164225269345;0.22920253390602083
0.4;0.0;0.3082811118265082;0.19464164225269345;0.23189240106345776
0.41;0.0;0.32361180894269126;0.19453844307828688;0.23572142814465596
0.42;0.0;0.34138061421149657;0.1928717764116202;0.23910263970847184
0.43;0.0;0.3441027069335893;0.1928717764116202;0.23961426950931736
0.44;0.0;0.3418163821472645;0.188259756164925;NaN
0.45;0.0;0.34457406427994663;0.18640217102560613;NaN
0.46;0.0;0.3488309185368009;0.18640217102560613;NaN
