@relation LinkDisambiguator

@attribute occurances numeric
@attribute maxDisambigConfidence numeric
@attribute avgDisambigConfidence numeric
@attribute relatednessToContext numeric
@attribute relatednessToOtherTopics numeric
@attribute maxLinkProbability numeric
@attribute avgLinkProbability numeric
@attribute generality numeric
@attribute firstOccurance numeric
@attribute lastOccurance numeric
@attribute spread numeric
@attribute isValidLink {TRUE,FALSE}

@data
0.693147,0.413465,0.413465,0.660724,0.587079,0.011419,0.011419,0.8125,0.410309,0.410309,0,FALSE
0.693147,0.408971,0.408971,0,0,0.06383,0.06383,?,0.89081,0.89081,0,FALSE
1.098612,0.952157,0.952157,0.422973,0.411891,0.033174,0.033174,?,0.401492,0.595569,0.194077,FALSE
0.693147,0.408971,0.408971,0.109173,0.252591,0.006894,0.006894,0.625,0.757997,0.757997,0,FALSE
0.693147,0.952157,0.952157,0.568092,0.562038,0.18003,0.18003,0.8125,0.285407,0.285407,0,FALSE
0.693147,0.956059,0.956059,0.322669,0.384913,0.071429,0.071429,?,0.606081,0.606081,0,FALSE
1.94591,0.952157,0.833462,0.66432,0.634715,0.342857,0.233918,?,0.210015,0.561546,0.351532,TRUE
1.098612,0.952157,0.952157,0.733809,0.627895,0.555556,0.329324,?,0.53114,0.53114,0,FALSE
2.639057,0.952157,0.952157,0.727464,0.706429,0.338182,0.338182,?,0.032327,0.980219,0.947892,TRUE
2.70805,0.952157,0.952157,0.783984,0.734189,0.657895,0.236087,?,0.133492,0.571719,0.438228,TRUE
0.693147,0.408971,0.408971,0.104002,0.139576,0.027967,0.027967,0.6875,0.193625,0.193625,0,FALSE
0.693147,0.952157,0.952157,0.363201,0.442156,0.189474,0.189474,0.5625,0.38985,0.38985,0,FALSE
0.693147,0.408971,0.408971,0.118221,0.170074,0.006008,0.006008,0.6875,0.164123,0.164123,0,FALSE
0.693147,0.408971,0.408971,0.048053,0.025154,0.005348,0.005348,0.8125,0.014807,0.014807,0,FALSE
0.693147,0.408971,0.408971,0.198013,0.238353,0.194969,0.194969,?,0.783769,0.783769,0,FALSE
0.693147,0.408971,0.408971,0,0.022827,0.012821,0.012821,0.6875,0.110433,0.110433,0,FALSE
1.098612,0.594784,0.594784,0.245558,0.312422,0.110892,0.110892,0.8125,0.700916,0.891489,0.190573,FALSE
1.098612,0.952157,0.952157,0.672438,0.660368,0.484536,0.252472,?,0.350175,0.350966,0.000791,TRUE
0.693147,0.657067,0.657067,0.604802,0.444556,0.010638,0.010638,0.75,0.312874,0.312874,0,FALSE
0.693147,0.408971,0.408971,0,0,0.005178,0.005178,0.6875,0.955578,0.955578,0,FALSE
0.693147,0.952157,0.952157,0.401488,0.482725,0.048358,0.048358,?,0.60789,0.60789,0,FALSE
2.70805,0.952157,0.952157,0.789166,0.751351,0.513514,0.456961,0.8125,0.290494,0.977959,0.687465,TRUE
1.098612,0.952157,0.644349,0.726423,0.693349,0.569106,0.288084,?,0.602464,0.602464,0,TRUE
0.693147,0.408971,0.408971,0.040817,0.015596,0.015936,0.015936,0.8125,0.02125,0.02125,0,FALSE
0.693147,0.952157,0.952157,0.637668,0.512992,0.056291,0.056291,?,0.604499,0.604499,0,FALSE
0.693147,0.952157,0.952157,0.516498,0.459617,0.388889,0.388889,0.8125,0.131457,0.131457,0,FALSE
0.693147,0.408971,0.408971,0.079997,0.105905,0.058824,0.058824,0.6875,0.80694,0.80694,0,FALSE
1.609438,0.952157,0.952157,0.670875,0.617525,0.012862,0.011118,?,0.115519,0.768396,0.652877,FALSE
0.693147,0.408971,0.408971,0,0,0.173077,0.173077,?,0.388719,0.388719,0,FALSE
0.693147,0.959581,0.959581,0.271432,0.334053,0.278229,0.278229,0.8125,0.813835,0.813835,0,FALSE
0.693147,0.408971,0.408971,0.070734,0.157864,0.011094,0.011094,?,0.235899,0.235899,0,FALSE
2.079442,0.952157,0.936387,0.518665,0.53081,0.106383,0.058477,0.625,0.144004,0.273539,0.129535,TRUE
1.098612,0.667103,0.667103,0.264328,0.336698,0.039642,0.039642,0.6875,0.474059,0.828869,0.35481,FALSE
2.397895,0.952157,0.952157,0.643312,0.633727,0.098997,0.098997,?,0.043065,0.753928,0.710862,TRUE
0.693147,0.408971,0.408971,0.161611,0.216027,0.032973,0.032973,0.6875,0.079914,0.079914,0,FALSE
0.693147,0.952157,0.952157,0.53565,0.387052,0.525,0.525,0.625,0.195773,0.195773,0,FALSE
0.693147,0.408971,0.408971,0.046072,0.03471,0.018293,0.018293,0.5625,0.79688,0.79688,0,FALSE
0.693147,0.408971,0.408971,0.040449,0.182949,0.005532,0.005532,0.75,0.19046,0.19046,0,FALSE
0.693147,0.408971,0.408971,0,0.09366,0.009833,0.009833,?,0.730191,0.730191,0,FALSE
1.098612,0.408971,0.408971,0.130878,0.181737,0.085973,0.047263,?,0.914434,0.920086,0.005652,FALSE
1.098612,0.952157,0.952157,0.361352,0.390439,0.121212,0.121212,?,0.544817,0.767379,0.222561,FALSE
0.693147,0.594784,0.594784,0.248495,0.279247,0.048572,0.048572,0.5625,0.790211,0.790211,0,FALSE
0.693147,0.408971,0.408971,0.125373,0.199908,0.123404,0.123404,0.8125,0.131457,0.131457,0,FALSE
0.693147,0.694784,0.694784,0.239941,0.116341,0.305987,0.305987,0.625,0.169554,0.169554,0,FALSE
0.693147,0.952157,0.952157,0.438123,0.372693,0.355342,0.355342,0.5625,0.245771,0.245771,0,FALSE
0.693147,0.508971,0.508971,0.051621,0.094765,0.007519,0.007519,0.625,0.757184,0.757184,0,FALSE
0.693147,0.951811,0.951811,0.283108,0.249555,0.012436,0.012436,?,0.149073,0.149073,0,FALSE
1.609438,0.508971,0.508971,0.182779,0.242754,0.016178,0.016178,0.75,0.742307,0.921541,0.179234,FALSE
0.693147,0.508971,0.508971,0.080884,0.029558,0.117647,0.117647,0.6875,0.180355,0.180355,0,FALSE
1.098612,0.951811,0.951811,0.291534,0.314903,0.031447,0.031447,0.4375,0.017017,0.697575,0.680558,FALSE
1.609438,0.956059,0.956059,0.332838,0.317021,0.100726,0.100726,0.625,0.132566,0.330243,0.197677,FALSE
0.693147,0.310689,0.310689,0.215223,0.130726,0.237705,0.237705,0.6875,0.982882,0.982882,0,FALSE
0.693147,0.508971,0.508971,0.015418,0.002116,0.011123,0.011123,0.6875,0.9946,0.9946,0,FALSE
0.693147,0.951811,0.951811,0.289601,0.273131,0.093057,0.093057,0.6875,0.102099,0.102099,0,FALSE
1.098612,0.952157,0.952157,0.43365,0.40894,0.74359,0.559295,0.5625,0.485429,0.563277,0.077848,FALSE
1.098612,0.952157,0.952157,0.352429,0.194088,0.211968,0.211968,?,0.046057,0.681475,0.635419,FALSE
1.098612,0.952157,0.952157,0.347225,0.323295,0.599579,0.355789,0.5625,0.215508,0.224068,0.008559,TRUE
1.791759,0.952157,0.952157,0.430797,0.563011,0.6,0.342128,?,0.017017,0.697575,0.680558,FALSE
0.693147,0.952157,0.952157,0.453287,0.396057,0.019231,0.019231,0.75,0.317709,0.317709,0,FALSE
0.693147,0.608971,0.608971,0.205026,0.140853,0.0125,0.0125,?,0.731914,0.731914,0,FALSE
0.693147,0.508971,0.508971,0.026839,0.008855,0.07135,0.07135,0.5625,0.109843,0.109843,0,FALSE
0.693147,0.508971,0.508971,0.021348,0.04112,0.013183,0.013183,0.75,0.180864,0.180864,0,FALSE
0.693147,0.928463,0.928463,0.329616,0.333175,0.219048,0.219048,?,0.584879,0.584879,0,FALSE
1.609438,0.951811,0.951811,0.306369,0.445411,0.59375,0.59375,?,0.390259,0.860811,0.470552,FALSE
0.693147,0.964735,0.964735,0.318743,0.415703,0.416667,0.416667,0.625,0.519564,0.519564,0,TRUE
0.693147,0.508971,0.508971,0.15758,0.082953,0.101887,0.101887,?,0.691971,0.691971,0,FALSE
1.609438,0.956059,0.956059,0.331493,0.489972,0.818182,0.818182,?,0.053189,0.953536,0.900346,TRUE
0.693147,0.508971,0.508971,0.070545,0.100456,0.018819,0.018819,?,0.493784,0.493784,0,FALSE
0.693147,0.508971,0.508971,0.147672,0.077133,0.027425,0.027425,?,0.060118,0.060118,0,FALSE
0.693147,0.62894,0.62894,0.358208,0.321957,0.031892,0.031892,?,0.586611,0.586611,0,FALSE
1.386294,0.951811,0.951811,0.28991,0.175241,0.037801,0.037801,0.8125,0.748421,0.779702,0.031282,FALSE
0.693147,0.508971,0.508971,0.154273,0.296944,0.068966,0.068966,?,0.324027,0.324027,0,FALSE
0.693147,0.508971,0.508971,0.10844,0.205902,0.008593,0.008593,0.75,0.706644,0.706644,0,FALSE
0.693147,0.952157,0.952157,0.462552,0.437656,0.143791,0.143791,?,0.325046,0.325046,0,FALSE
1.098612,0.952157,0.952157,0.388417,0.184774,0.264463,0.222684,0.8125,0.505808,0.506521,0.000713,FALSE
2.397895,0.952157,0.952157,0.397466,0.343826,0.482234,0.113147,0.375,0.166395,0.225087,0.058692,FALSE
0.693147,0.952157,0.952157,0.391385,0.292318,0.039011,0.039011,0.625,0.97901,0.97901,0,FALSE
1.098612,0.951811,0.951811,0.284473,0.272017,0.785714,0.407143,0.4375,0.593234,0.594457,0.001223,FALSE
1.098612,0.694784,0.694784,0.24179,0.121683,0.331828,0.331828,0.625,0.06776,0.255146,0.187385,FALSE
0.693147,0.956059,0.956059,0.322497,0.336835,0.008547,0.008547,0.625,0.459955,0.459955,0,FALSE
1.098612,0.952157,0.952157,0.493399,0.4083,0.497807,0.497807,0.4375,0.151824,0.484104,0.33228,FALSE
0.693147,0.508971,0.508971,0,0.004215,0.111111,0.111111,?,0.355105,0.355105,0,FALSE
0.693147,0.125444,0.125444,0.037285,0.118212,0.234043,0.234043,0.625,0.750662,0.750662,0,FALSE
0.693147,0.956059,0.956059,0.326542,0.298536,0.146288,0.146288,0.625,0.961585,0.961585,0,FALSE
2.639057,0.508971,0.508971,0.141109,0.231325,0.054986,0.049748,0.75,0.78225,0.923273,0.141023,FALSE
0.693147,0.125444,0.125444,0.068861,0.021952,0.008039,0.008039,0.8125,0.529957,0.529957,0,FALSE
1.386294,0.952157,0.952157,0.361666,0.31353,0.1075,0.076528,0.75,0.621765,0.64245,0.020685,FALSE
1.098612,0.694784,0.694784,0.214239,0.233313,0.07749,0.07749,0.75,0.516303,0.523436,0.007133,FALSE
0.693147,0.915588,0.915588,0.444883,0.342729,0.354025,0.354025,?,0.573772,0.573772,0,FALSE
0.693147,0.142819,0.142819,0.383861,0.192043,0.008173,0.008173,?,0.816996,0.816996,0,FALSE
1.94591,0.951811,0.951811,0.298828,0.265409,0.034323,0.030526,0.75,0.032912,0.623701,0.590789,FALSE
0.693147,0.655521,0.655521,0.314685,0.296347,0.045409,0.045409,0.6875,0.581414,0.581414,0,FALSE
0.693147,0.508971,0.508971,0.191302,0.272899,0.007673,0.007673,0.75,0.210006,0.210006,0,FALSE
0.693147,0.441326,0.441326,0.383829,0.271291,0.01014,0.01014,?,0.739658,0.739658,0,FALSE
0.693147,0.308971,0.308971,0.039329,0.097121,0.155556,0.155556,?,0.432036,0.432036,0,FALSE
0.693147,0.952157,0.952157,0.36054,0.317518,0.046364,0.046364,0.75,0.229672,0.229672,0,FALSE
0.693147,0.915588,0.915588,0.348226,0.284907,0.079572,0.079572,0.8125,0.726004,0.726004,0,FALSE
1.098612,0.508971,0.508971,0,0,0.01046,0.01046,0.75,0.853373,0.866415,0.013043,FALSE
1.098612,0.952157,0.952157,0.43385,0.377767,0.145631,0.099947,0.75,0.706644,0.707255,0.000611,FALSE
0.693147,0.508971,0.508971,0.062943,0.084913,0.011364,0.011364,0.75,0.751172,0.751172,0,FALSE
0.693147,0.494784,0.494784,0.218803,0.131462,0.013663,0.013663,?,0.496943,0.496943,0,FALSE
3.218876,0.959581,0.959581,0.269572,0.145381,0.005145,0.005145,0.5625,0.277257,0.880273,0.603016,FALSE
0.693147,0.508971,0.508971,0.018364,0.008855,0.007741,0.007741,?,0.137049,0.137049,0,FALSE
0.693147,0.508971,0.508971,0.173552,0.139044,0.009157,0.009157,0.5625,0.218973,0.218973,0,FALSE
1.609438,0.952157,0.952157,0.345292,0.276655,0.038583,0.026052,0.75,0.085286,0.903709,0.818423,FALSE
0.693147,0.308971,0.308971,0.176962,0.116942,0.038788,0.038788,0.8125,0.792032,0.792032,0,FALSE
0.693147,0.951811,0.951811,0.287636,0.154323,0.012232,0.012232,0.75,0.955166,0.955166,0,FALSE
0.693147,0.508971,0.508971,0.044384,0.057238,0.006663,0.006663,?,0.10913,0.10913,0,FALSE
1.098612,0.952157,0.952157,0.458063,0.410035,0.504525,0.504525,0.625,0.482576,0.592011,0.109436,TRUE
0.693147,0.308971,0.308971,0.021988,0.014853,0.016149,0.016149,?,0.684329,0.684329,0,FALSE
1.098612,0.694784,0.694784,0.228103,0.094875,0.028865,0.028865,0.6875,0.873344,0.896474,0.02313,FALSE
0.693147,0.694784,0.694784,0.216322,0.112542,0.079866,0.079866,0.75,0.246688,0.246688,0,FALSE
1.098612,0.694784,0.694784,0.230746,0.119825,0.022404,0.022404,0.75,0.434991,0.644182,0.209191,FALSE
1.386294,0.952157,0.952157,0.47845,0.426096,0.607121,0.607121,0.5625,0.050132,0.269105,0.218973,TRUE
0.693147,0.952157,0.952157,0.419181,0.319854,0.041764,0.041764,0.5625,0.169859,0.169859,0,FALSE
0.693147,0.952157,0.952157,0.403077,0.288741,0.045097,0.045097,0.5625,0.565519,0.565519,0,FALSE
1.098612,0.952157,0.952157,0.368746,0.290699,0.011186,0.011186,0.5625,0.595782,0.681068,0.085286,FALSE
0.693147,0.308971,0.308971,0.020473,0.061209,0.009898,0.009898,?,0.96933,0.96933,0,FALSE
1.609438,0.951811,0.951811,0.299834,0.149785,0.034726,0.034726,0.5625,0.103424,0.672814,0.569391,FALSE
0.693147,0.956059,0.956059,0.330036,0.17172,0.045205,0.045205,0.5625,0.882005,0.882005,0,FALSE
2.079442,0.952157,0.952157,0.352522,0.180193,0.010956,0.010956,0.5625,0.067964,0.88333,0.815366,FALSE
0.693147,0.129187,0.129187,0.204356,0.122729,0.009049,0.009049,?,0.672509,0.672509,0,FALSE
0.693147,0.508971,0.508971,0.027644,0.012628,0.159574,0.159574,0.5625,0.950886,0.950886,0,FALSE
1.386294,0.951811,0.951811,0.305795,0.156788,0.018451,0.018451,0.8125,0.74302,0.755146,0.012126,FALSE
0.693147,0.956059,0.956059,0.324866,0.184106,0.116931,0.116931,0.5625,0.059099,0.059099,0,FALSE
0.693147,0.964735,0.964735,0.318429,0.156827,0.116466,0.116466,0.75,0.381802,0.381802,0,FALSE
0.693147,0.508971,0.508971,0.138312,0.137474,0.073887,0.073887,0.75,0.897901,0.897901,0,FALSE
0.693147,0.508971,0.508971,0.111918,0.044958,0.006709,0.006709,?,0.125025,0.125025,0,FALSE
1.386294,0.508971,0.508971,0.124503,0.120595,0.018611,0.018611,0.75,0.781333,0.893316,0.111983,FALSE
0.693147,0.125444,0.125444,0.091941,0.08054,0.008152,0.008152,?,0.533422,0.533422,0,FALSE
0.693147,0.694784,0.694784,0.24462,0.162129,0.389908,0.389908,0.75,0.331363,0.331363,0,FALSE
1.098612,0.952157,0.952157,0.400955,0.281191,0.085803,0.063138,0.8125,0.9355,0.946709,0.011208,FALSE
0.693147,0.967103,0.967103,0.265592,0.134291,0.02479,0.02479,0.6875,0.267985,0.267985,0,FALSE
0.693147,0.952157,0.952157,0.361068,0.335019,0.283174,0.283174,0.75,0.346342,0.346342,0,FALSE
0.693147,0.952157,0.952157,0.351884,0.18245,0.378585,0.378585,0.75,0.931832,0.931832,0,FALSE
0.693147,0.655521,0.655521,0.295871,0.286643,0.005832,0.005832,0.6875,0.585694,0.585694,0,FALSE
0.693147,0.952157,0.952157,0.372348,0.389639,0.074223,0.074223,0.75,0.023334,0.023334,0,FALSE
1.386294,0.952157,0.952157,0.504034,0.526573,0.758621,0.522414,?,0.06613,0.247402,0.181272,TRUE
1.386294,0.952157,0.952157,0.378905,0.345266,0.060855,0.060855,0.625,0.358569,0.971979,0.613409,FALSE
0.693147,0.508971,0.508971,0.112175,0.085339,0.045894,0.045894,0.8125,0.864785,0.864785,0,FALSE
0.693147,0.508971,0.508971,0.014017,0.049328,0.032318,0.032318,0.625,0.930813,0.930813,0,FALSE
1.098612,0.915588,0.915588,0.384566,0.35324,0.009956,0.009956,0.625,0.035867,0.713369,0.677502,FALSE
0.693147,0.508971,0.508971,0.023992,0.005686,0.010914,0.010914,?,0.164663,0.164663,0,FALSE
0.693147,0.508971,0.508971,0.017532,0.084247,0.066667,0.066667,0.625,0.773894,0.773894,0,FALSE
1.098612,0.952157,0.952157,0.512037,0.539345,1,0.716066,0.25,0.02527,0.345323,0.320053,TRUE
0.693147,0.952157,0.952157,0.338344,0.356939,0.25,0.25,0.625,0.606888,0.606888,0,FALSE
0.693147,0.794784,0.794784,0.260292,0.149771,0.100962,0.100962,0.6875,0.916446,0.916446,0,FALSE
0.693147,0.952157,0.952157,0.36555,0.446039,0.769231,0.769231,0.6875,0.428775,0.428775,0,TRUE
0.693147,0.655521,0.655521,0.311963,0.15277,0.008499,0.008499,0.75,0.922254,0.922254,0,FALSE
0.693147,0.952157,0.952157,0.435899,0.37345,0.133676,0.133676,0.75,0.127165,0.127165,0,FALSE
0.693147,0.392721,0.392721,0.267476,0.304655,0.03125,0.03125,0.625,0.471775,0.471775,0,FALSE
0.693147,0.494784,0.494784,0.245221,0.267853,0.012089,0.012089,0.625,0.02527,0.02527,0,FALSE
0.693147,0.956059,0.956059,0.32976,0.150477,0.202116,0.202116,0.6875,0.983799,0.983799,0,FALSE
0.693147,0.36033,0.36033,0.462905,0.437424,0.010662,0.010662,0.5625,0.483391,0.483391,0,FALSE
0.693147,0.508971,0.508971,0.088291,0.015383,0.0625,0.0625,0.5625,0.861524,0.861524,0,FALSE
1.098612,0.508971,0.508971,0.057316,0.035776,0.008193,0.008193,0.875,0.641533,0.778378,0.136845,FALSE
0.693147,0.952157,0.952157,0.362203,0.332966,0.031642,0.031642,0.5625,0.675566,0.675566,0,FALSE
1.386294,0.956059,0.956059,0.326023,0.168779,0.251376,0.251376,?,0.290401,0.355105,0.064703,FALSE
0.693147,0.508971,0.508971,0.068613,0.053604,0.005375,0.005375,?,0.90809,0.90809,0,FALSE
0.693147,0.508971,0.508971,0.16359,0.106959,0.005664,0.005664,0.8125,0.607703,0.607703,0,FALSE
0.693147,0.952157,0.952157,0.342912,0.181307,0.318533,0.318533,?,0.357449,0.357449,0,FALSE
0.693147,0.952157,0.952157,0.483972,0.477086,0.366782,0.366782,0.625,0.581414,0.581414,0,TRUE
0.693147,0.956059,0.956059,0.325977,0.297316,0.017127,0.017127,0.6875,0.721928,0.721928,0,FALSE
0.693147,0.508971,0.508971,0.106283,0.195298,0.846625,0.846625,0.75,0.303954,0.303954,0,FALSE
1.098612,0.952157,0.952157,0.348216,0.161882,0.30608,0.30608,?,0.095068,0.37742,0.282352,FALSE
1.098612,0.856059,0.856059,0.336342,0.174337,0.285714,0.285714,?,0.103933,0.394233,0.2903,FALSE
0.693147,0.508971,0.508971,0.203725,0.150952,0.063636,0.063636,0.625,0.50968,0.50968,0,FALSE
0.693147,0.508971,0.508971,0.119027,0.1153,0.010022,0.010022,0.5625,0.241594,0.241594,0,FALSE
1.609438,0.952157,0.952157,0.34031,0.281127,0.021004,0.021004,0.5,0.542388,0.881394,0.339006,FALSE
0.693147,0.508971,0.508971,0.173825,0.262931,0.033174,0.033174,?,0.977074,0.977074,0,FALSE
0.693147,0.952157,0.952157,0.377471,0.214157,0.278436,0.278436,?,0.411147,0.411147,0,FALSE
1.098612,0.508971,0.508971,0.153249,0.069453,0.126126,0.078063,0.6875,0.957102,0.96077,0.003668,FALSE
0.693147,0.952157,0.952157,0.357314,0.288867,0.220416,0.220416,?,0.207866,0.207866,0,FALSE
1.791759,0.951811,0.951811,0.299664,0.250429,0.025328,0.022433,0.6875,0.027716,0.399633,0.371918,FALSE
1.098612,0.952157,0.952157,0.382485,0.183726,0.29235,0.29235,?,0.106277,0.456898,0.350622,FALSE
1.098612,0.952157,0.952157,0.417162,0.452971,0.215223,0.215223,?,0.041166,0.625229,0.584064,FALSE
0.693147,0.952157,0.952157,0.345046,0.178314,0.334307,0.334307,?,0.436315,0.436315,0,FALSE
0.693147,0.694784,0.694784,0.243863,0.132276,0.361905,0.361905,0.625,0.680864,0.680864,0,FALSE
1.098612,0.856059,0.856059,0.336489,0.165861,0.3125,0.3125,?,0.437233,0.466578,0.029346,FALSE
1.098612,0.956059,0.956059,0.327712,0.158543,0.250996,0.250996,?,0.495619,0.531791,0.036173,FALSE
0.693147,0.508971,0.508971,0.126528,0.086139,0.407407,0.407407,0.625,0.193397,0.193397,0,FALSE
1.386294,0.952157,0.952157,0.491335,0.420973,0.296203,0.296203,0.25,0.249847,0.626656,0.376809,FALSE
0.693147,0.951811,0.951811,0.298791,0.173951,0.290653,0.290653,?,0.454147,0.454147,0,FALSE
1.098612,0.951811,0.951811,0.310768,0.192674,0.241953,0.241953,?,0.140208,0.455064,0.314856,FALSE
1.098612,0.694784,0.694784,0.214375,0.139173,0.018824,0.018824,0.625,0.967801,0.97259,0.004789,FALSE
1.609438,0.508971,0.508971,0.180726,0.108832,0.006008,0.006008,0.6875,0.17149,0.992358,0.820868,FALSE
0.693147,0.952157,0.952157,0.424586,0.508122,0.2,0.2,?,0.990014,0.990014,0,TRUE
0.693147,0.298494,0.298494,0.213721,0.113156,0.012256,0.012256,0.75,0.361321,0.361321,0,FALSE
1.098612,0.952157,0.952157,0.421756,0.440532,0.631718,0.349008,0.5,0.008967,0.226819,0.217852,TRUE
1.098612,0.508971,0.508971,0.021648,0.008626,0.016918,0.016918,?,0.855818,0.870287,0.014469,FALSE
0.693147,0.951811,0.951811,0.296761,0.21937,0.042278,0.042278,?,0.734767,0.734767,0,FALSE
0.693147,0.952157,0.952157,0.44788,0.573289,0.8,0.8,?,0.041166,0.041166,0,TRUE
2.772589,0.794784,0.794784,0.257277,0.229065,0.110892,0.019823,0.8125,0.176584,0.932851,0.756267,FALSE
0.693147,0.508971,0.508971,0.10833,0.086763,0.02137,0.02137,0.75,0.553495,0.553495,0,FALSE
1.098612,0.508971,0.508971,0.064957,0.051792,0.016812,0.016812,?,0.185449,0.608213,0.422763,FALSE
1.386294,0.952157,0.952157,0.375019,0.29474,0.090749,0.090749,0.8125,0.418178,0.694212,0.276034,FALSE
0.693147,0.952157,0.952157,0.363288,0.186844,0.277943,0.277943,?,0.170776,0.170776,0,FALSE
1.098612,0.952157,0.952157,0.374145,0.19069,0.313531,0.313531,?,0.106786,0.413899,0.307112,FALSE
0.693147,0.508971,0.508971,0.090189,0.08304,0.428571,0.428571,0.8125,0.452211,0.452211,0,FALSE
0.693147,0.508971,0.508971,0.137999,0.088152,0.020433,0.020433,?,0.718769,0.718769,0,FALSE
0.693147,0.952157,0.952157,0.525643,0.505211,0.711934,0.711934,0.5,0.326676,0.326676,0,FALSE
1.098612,0.951811,0.951811,0.306115,0.169299,0.087243,0.087243,0.75,0.650295,0.871408,0.221113,FALSE
0.693147,0.508971,0.508971,0.070168,0.101346,0.529412,0.529412,0.6875,0.348787,0.348787,0,FALSE
2.302585,0.956059,0.934249,0.322218,0.311307,0.034253,0.025038,0.625,0.268596,0.965356,0.69676,FALSE
0.693147,0.952157,0.952157,0.410681,0.196266,0.23864,0.23864,?,0.54086,0.54086,0,FALSE
0.693147,0.952157,0.952157,0.396572,0.312464,0.122906,0.122906,0.8125,0.490931,0.490931,0,FALSE
0.693147,0.112681,0.112681,0.062323,0.07,0.026559,0.026559,?,0.431119,0.431119,0,FALSE
0.693147,0.508971,0.508971,0.181424,0.099452,0.047059,0.047059,0.625,0.591502,0.591502,0,FALSE
1.386294,0.694784,0.694784,0.236444,0.124601,0.021444,0.013735,0.8125,0.220705,0.221215,0.000509,FALSE
0.693147,0.952157,0.952157,0.379856,0.175261,0.246331,0.246331,?,0.634094,0.634094,0,FALSE
0.693147,0.952157,0.952157,0.380001,0.195092,0.247176,0.247176,?,0.635317,0.635317,0,FALSE
1.609438,0.952157,0.952157,0.345336,0.250255,0.022839,0.022839,0.75,0.008967,0.217546,0.20858,FALSE
1.386294,0.956059,0.742921,0.320115,0.162785,0.163012,0.072023,0.8125,0.032912,0.488384,0.455472,FALSE
1.098612,0.125444,0.125444,0.070314,0.062471,0.005959,0.005959,0.6875,0.065009,0.24465,0.179641,FALSE
0.693147,0.952157,0.952157,0.342344,0.185595,0.256304,0.256304,?,0.645506,0.645506,0,FALSE
0.693147,0.508971,0.508971,0.11676,0.054168,0.021869,0.021869,?,0.899939,0.899939,0,FALSE
0.693147,0.967103,0.967103,0.265268,0.169747,0.05653,0.05653,0.8125,0.612492,0.612492,0,FALSE
1.386294,0.952157,0.952157,0.360691,0.182842,0.222109,0.222109,?,0.646423,0.673324,0.0269,FALSE
0.693147,0.117689,0.117689,0.171907,0.115006,0.186409,0.186409,0.5625,0.71235,0.71235,0,FALSE
1.098612,0.851811,0.851811,0.310193,0.165787,0.086656,0.086656,0.6875,0.116059,0.559201,0.443142,FALSE
0.693147,0.508971,0.508971,0.045483,0.089409,0.039604,0.039604,0.625,0.395761,0.395761,0,FALSE
1.609438,0.129187,0.129187,0.210409,0.124842,0.005174,0.005174,0.8125,0.06776,0.789383,0.721622,FALSE
1.098612,0.952157,0.952157,0.345342,0.263671,0.073813,0.073813,0.8125,0.85429,0.867332,0.013043,FALSE
1.94591,0.308971,0.308971,0.128245,0.168825,0.137363,0.137363,0.75,0.17475,0.813124,0.638374,FALSE
1.94591,0.952157,0.952157,0.343272,0.344687,0.423469,0.180915,0.4375,0.17475,0.210719,0.035969,TRUE
0.693147,0.794784,0.794784,0.257752,0.116868,0.033138,0.033138,?,0.327695,0.327695,0,FALSE
0.693147,0.952157,0.952157,0.441959,0.350396,0.307894,0.307894,0.5625,0.348787,0.348787,0,FALSE
0.693147,0.508971,0.508971,0.060888,0.068758,0.107143,0.107143,0.75,0.952517,0.952517,0,FALSE
0.693147,0.956596,0.956596,0.278001,0.272582,0.300626,0.300626,0.625,0.672509,0.672509,0,FALSE
0.693147,0.952157,0.952157,0.394404,0.480461,0.066667,0.066667,0.5,0.98492,0.98492,0,TRUE
0.693147,0.952157,0.952157,0.364251,0.374295,0.009009,0.009009,0.5625,0.554514,0.554514,0,FALSE
1.386294,0.952157,0.952157,0.389743,0.441984,0.442623,0.308415,0.4375,0.303954,0.309558,0.005604,TRUE
0.693147,0.118859,0.118859,0.157205,0.092341,0.384087,0.384087,0.6875,0.12421,0.12421,0,FALSE
0.693147,0.508971,0.508971,0.059018,0.095951,0.06278,0.06278,0.8125,0.899124,0.899124,0,FALSE
0.693147,0.952157,0.952157,0.503508,0.463934,0.459144,0.459144,0.625,0.57795,0.57795,0,TRUE
0.693147,0.125444,0.125444,0.097994,0.076086,0.007822,0.007822,?,0.397188,0.397188,0,FALSE
0.693147,0.952157,0.952157,0.402124,0.429895,0.5,0.5,0.75,0.366313,0.366313,0,TRUE
0.693147,0.508971,0.508971,0.160398,0.094215,0.009309,0.009309,0.8125,0.931832,0.931832,0,FALSE
1.386294,0.964735,0.471793,0.319285,0.271028,0.08822,0.03303,0.6875,0.405543,0.438455,0.032912,FALSE
1.098612,0.952157,0.952157,0.432268,0.432108,0.328244,0.328244,?,0.068983,0.256368,0.187385,TRUE
0.693147,0.694784,0.694784,0.215981,0.148393,0.008952,0.008952,0.625,0.337375,0.337375,0,FALSE
0.693147,0.952157,0.952157,0.51899,0.470136,0.528861,0.528861,0.4375,0.569391,0.569391,0,FALSE
0.693147,0.308971,0.308971,0.029288,0.012632,0.022727,0.022727,?,0.681068,0.681068,0,FALSE
0.693147,0.967103,0.967103,0.265857,0.135406,0.294393,0.294393,?,0.287548,0.287548,0,FALSE
