@relation LinkDisambiguator

@attribute occurances numeric
@attribute maxDisambigConfidence numeric
@attribute avgDisambigConfidence numeric
@attribute relatednessToContext numeric
@attribute relatednessToOtherTopics numeric
@attribute maxLinkProbability numeric
@attribute avgLinkProbability numeric
@attribute generality numeric
@attribute firstOccurance numeric
@attribute lastOccurance numeric
@attribute spread numeric
@attribute isValidLink {TRUE,FALSE}

@data
1.386294,0.408971,0.408971,0.113515,0.206685,0.007673,0.007673,0.75,0.856759,0.925812,0.069053,FALSE
0.693147,0.952157,0.952157,0.531111,0.348351,0.071429,0.071429,0.625,0.67038,0.67038,0,TRUE
1.098612,0.951811,0.951811,0.311418,0.40444,0.046364,0.046364,0.75,0.034368,0.327408,0.293039,FALSE
1.098612,0.408971,0.408971,0.037165,0.165009,0.146744,0.146744,0.6875,0.148376,0.148929,0.000553,FALSE
0.693147,0.408971,0.408971,0.183179,0.290985,0.333333,0.333333,?,0.193885,0.193885,0,FALSE
0.693147,0.408971,0.408971,0,0.015785,0.321429,0.321429,0.5625,0.069922,0.069922,0,FALSE
0.693147,0.408971,0.408971,0.00866,0.092192,0.023306,0.023306,?,0.57565,0.57565,0,FALSE
1.609438,0.951811,0.951811,0.307138,0.328923,0.055838,0.055838,0.75,0.176187,0.695504,0.519317,FALSE
0.693147,0.208971,0.208971,0.200695,0.294802,0.013663,0.013663,?,0.010192,0.010192,0,FALSE
1.098612,0.408971,0.408971,0,0.008264,0.027607,0.027607,0.6875,0.199178,0.993521,0.794343,FALSE
3.367296,0.408971,0.408971,0.18052,0.301867,0.005145,0.005145,0.5625,0.015248,0.963261,0.948013,FALSE
1.386294,0.952157,0.952157,0.553298,0.464235,0.206731,0.180765,0.625,0.100972,0.823181,0.722209,TRUE
1.098612,0.408971,0.408971,0.111693,0.184857,0.009157,0.009157,0.5625,0.120408,0.227305,0.106897,FALSE
0.693147,0.208971,0.208971,0.150889,0.22468,0.038788,0.038788,0.8125,0.112428,0.112428,0,FALSE
0.693147,0.408971,0.408971,0.054816,0.170274,0.042729,0.042729,0.5625,0.788496,0.788496,0,FALSE
0.693147,0.952157,0.952157,0.340159,0.373768,0.038583,0.038583,0.75,0.903927,0.903927,0,FALSE
0.693147,0.408971,0.408971,0.044688,0.11565,0.016219,0.016219,0.75,0.911985,0.911985,0,FALSE
1.386294,0.952157,0.952157,0.349002,0.455234,0.504525,0.363017,0.625,0.096942,0.242396,0.145453,TRUE
0.693147,0.408971,0.408971,0.149573,0.317844,0.028865,0.028865,0.6875,0.101525,0.101525,0,FALSE
0.693147,0.408971,0.408971,0.025691,0.117783,0.021053,0.021053,0.8125,0.212926,0.212926,0,FALSE
0.693147,0.408971,0.408971,0.108893,0.24673,0.022404,0.022404,0.75,0.228885,0.228885,0,FALSE
0.693147,0.408971,0.408971,0.007525,0.091817,0.051187,0.051187,?,0.784388,0.784388,0,FALSE
1.098612,0.289497,0.289497,0.325683,0.456109,0.008911,0.008911,0.75,0.172158,0.773564,0.601406,FALSE
0.693147,0.408971,0.408971,0.063157,0.143463,0.096324,0.096324,0.5,0.782887,0.782887,0,FALSE
0.693147,0.778118,0.778118,0.263209,0.314135,0.011186,0.011186,0.5625,0.054278,0.054278,0,FALSE
1.098612,0.952157,0.952157,0.578392,0.53024,0.08516,0.08516,0.75,0.011219,0.065971,0.054752,FALSE
0.693147,0.408971,0.408971,0.190265,0.303343,0.028716,0.028716,0.5625,0.262621,0.262621,0,FALSE
0.693147,0.952157,0.952157,0.370281,0.369972,0.018451,0.018451,0.8125,0.223118,0.223118,0,FALSE
1.098612,0.952157,0.933872,0.411641,0.4252,0.2,0.1625,0.75,0.044876,0.045271,0.000395,FALSE
1.609438,0.408971,0.408971,0.14922,0.272096,0.008086,0.008086,0.4375,0.710437,0.80335,0.092913,FALSE
0.693147,0.208971,0.208971,0,0.020349,0.005688,0.005688,?,0.32085,0.32085,0,FALSE
1.94591,0.956059,0.956059,0.329397,0.409519,0.085803,0.021895,0.8125,0.021411,0.815122,0.793711,FALSE
0.693147,0.408971,0.408971,0.026807,0.128827,0.015189,0.015189,?,0.915699,0.915699,0,FALSE
0.693147,0.952157,0.952157,0.433478,0.434196,0.431034,0.431034,0.75,0.911274,0.911274,0,FALSE
1.609438,0.952157,0.952157,0.353851,0.424126,0.031522,0.031522,0.625,0.005847,0.805641,0.799795,FALSE
1.098612,0.952157,0.952157,0.467091,0.48508,0.757362,0.757362,0.625,0.247136,0.89887,0.651734,TRUE
0.693147,0.951811,0.951811,0.296475,0.38046,0.08427,0.08427,0.625,0.928735,0.928735,0,FALSE
0.693147,0.408971,0.408971,0,0.020198,0.037255,0.037255,?,0.430671,0.430671,0,FALSE
1.386294,0.408971,0.408971,0.021594,0.110163,0.02439,0.024107,0.75,0.339101,0.704274,0.365173,FALSE
1.386294,0.408971,0.408971,0,0,0.285714,0.285714,0.6875,0.407443,0.477443,0.070001,FALSE
1.386294,0.408971,0.408971,0.014457,0.052805,0.008621,0.006457,?,0.519317,0.520107,0.00079,FALSE
0.693147,0.408971,0.408971,0.052841,0.142571,0.024017,0.024017,0.75,0.685787,0.685787,0,FALSE
0.693147,0.952157,0.952157,0.676409,0.473701,1,1,0.625,0.087145,0.087145,0,TRUE
0.693147,0.408971,0.408971,0,0.088094,0.037559,0.037559,0.75,0.175002,0.175002,0,FALSE
0.693147,0.952157,0.952157,0.613423,0.504537,0.256716,0.256716,0.75,0.287746,0.287746,0,TRUE
1.098612,0.952157,0.952157,0.485853,0.385322,0.086504,0.086504,0.8125,0.735482,0.75879,0.023307,TRUE
0.693147,0.659572,0.659572,0.643792,0.409388,0.132075,0.132075,?,0.517105,0.517105,0,TRUE
0.693147,0.408971,0.408971,0.144197,0.247133,0.008317,0.008317,0.6875,0.767322,0.767322,0,FALSE
0.693147,0.408971,0.408971,0.151505,0.227755,0.01423,0.01423,?,0.035,0.035,0,FALSE
0.693147,0.408971,0.408971,0,0.009283,0.028571,0.028571,0.8125,0.635696,0.635696,0,FALSE
1.098612,0.408971,0.408971,0.055922,0.191691,0.007234,0.007234,0.75,0.256459,0.267757,0.011298,FALSE
1.386294,0.952157,0.952157,0.625027,0.516127,0.534799,0.288924,0.75,0.64091,0.770878,0.129968,TRUE
1.386294,0.408971,0.408971,0.006205,0.077295,0.025478,0.019613,0.6875,0.764636,0.849648,0.085012,FALSE
0.693147,0.494784,0.494784,0.231786,0.30413,0.021004,0.021004,0.5,0.053804,0.053804,0,FALSE
2.772589,0.594784,0.594784,0.239525,0.321163,0.098549,0.054939,0.75,0.387849,0.498143,0.110295,FALSE
0.693147,0.408971,0.408971,0.108224,0.229813,0.022471,0.022471,0.6875,0.209686,0.209686,0,FALSE
0.693147,0.952157,0.952157,0.606755,0.45214,0.296875,0.296875,?,0.880303,0.880303,0,TRUE
1.94591,0.952157,0.952157,0.57128,0.473996,0.148031,0.113372,0.8125,0.042664,0.904796,0.862132,TRUE
0.693147,0.408971,0.408971,0,0.02159,0.044444,0.044444,0.6875,0.335151,0.335151,0,FALSE
0.693147,0.408971,0.408971,0.004943,0.0564,0.019992,0.019992,0.6875,0.411156,0.411156,0,FALSE
0.693147,0.594784,0.594784,0.222427,0.260634,0.282528,0.282528,0.8125,0.423402,0.423402,0,FALSE
0.693147,0.952157,0.952157,0.633625,0.484955,0.783333,0.783333,0.6875,0.729715,0.729715,0,TRUE
1.098612,0.952157,0.952157,0.663247,0.454289,0.666667,0.666667,0.6875,0.762582,0.797424,0.034842,TRUE
1.098612,0.952157,0.952157,0.385069,0.439261,0.62169,0.342196,0.625,0.893814,0.893814,0,TRUE
0.693147,0.408971,0.408971,0,0.068908,0.006369,0.006369,?,0.35909,0.35909,0,FALSE
1.098612,0.408971,0.408971,0.14573,0.254023,0.006008,0.006008,0.6875,0.69985,0.835269,0.135419,FALSE
1.098612,0.408971,0.408971,0.186828,0.31389,0.008385,0.008385,0.8125,0.003871,0.032551,0.02868,FALSE
1.609438,0.952157,0.952157,0.599794,0.396,0.5,0.407407,0.75,0.292091,0.50162,0.209528,TRUE
0.693147,0.952157,0.952157,0.422702,0.354158,0.093797,0.093797,0.6875,0.133602,0.133602,0,TRUE
1.098612,0.956059,0.956059,0.333395,0.42096,0.090749,0.090749,0.8125,0.65608,0.679624,0.023544,FALSE
2.197225,0.952157,0.952157,0.414605,0.405465,0.370675,0.271608,0.75,0.004345,0.504306,0.49996,TRUE
0.693147,0.563291,0.563291,0.272408,0.304791,0.029703,0.029703,0.8125,0.188433,0.188433,0,FALSE
1.609438,0.952157,0.952157,0.600255,0.467209,0.862857,0.469079,0.75,0.284665,0.328435,0.04377,TRUE
0.693147,0.951811,0.951811,0.298656,0.336493,0.309993,0.309993,?,0.057044,0.057044,0,FALSE
0.693147,0.408971,0.408971,0.011359,0.042246,0.040984,0.040984,?,0.414079,0.414079,0,FALSE
1.098612,0.952157,0.952157,0.444793,0.438905,0.122906,0.122906,0.8125,0.121435,0.97211,0.850676,TRUE
1.098612,0.62894,0.62894,0.409505,0.411042,0.044571,0.044571,0.6875,0.010666,0.065418,0.054752,FALSE
1.386294,0.952157,0.952157,0.42042,0.41661,0.605263,0.526966,0.6875,0.019436,0.05894,0.039504,FALSE
1.098612,0.952157,0.952157,0.492652,0.430192,0.284491,0.284491,?,0.098049,0.239235,0.141187,TRUE
1.098612,0.952157,0.952157,0.402142,0.404954,0.270382,0.270382,?,0.733191,0.799558,0.066366,TRUE
0.693147,0.408971,0.408971,0.117,0.255641,0.009881,0.009881,0.8125,0.037292,0.037292,0,FALSE
1.386294,0.408971,0.408971,0.044477,0.09859,0.046117,0.046117,0.75,0.394959,0.437149,0.04219,FALSE
0.693147,0.952157,0.952157,0.414556,0.38399,0.261997,0.261997,?,0.826736,0.826736,0,TRUE
1.386294,0.408971,0.408971,0.122747,0.136764,0.25,0.25,0.6875,0.710437,0.774907,0.06447,FALSE
0.693147,0.952157,0.952157,0.400972,0.390525,0.247176,0.247176,?,0.94264,0.94264,0,TRUE
1.098612,0.952157,0.952157,0.647022,0.517276,0.684211,0.633772,0.625,0.198546,0.992889,0.794343,TRUE
1.386294,0.952157,0.952157,0.529115,0.479532,0.863946,0.358689,?,0.075136,0.09315,0.018014,FALSE
1.098612,0.952157,0.952157,0.611408,0.487,0.634259,0.634259,0.5625,0.079008,0.233784,0.154776,TRUE
1.098612,0.952157,0.952157,0.39794,0.403231,0.256304,0.256304,?,0.018488,0.950383,0.931895,TRUE
0.693147,0.594784,0.594784,0.236717,0.245513,0.007319,0.007319,?,0.945327,0.945327,0,FALSE
2.484907,0.952157,0.952157,0.617408,0.512672,0.093236,0.071652,0.6875,0.050565,0.803903,0.753338,TRUE
0.693147,0.408971,0.408971,0.199005,0.232694,0.020752,0.020752,0.8125,0.379948,0.379948,0,FALSE
1.098612,0.308971,0.308971,0.100023,0.123197,0.642538,0.642538,0.5,0.843012,0.847594,0.004582,FALSE
0.693147,0.778118,0.778118,0.261203,0.312308,0.225959,0.225959,?,0.963735,0.963735,0,FALSE
1.94591,0.408971,0.408971,0.009867,0.076695,0.197183,0.197183,0.75,0.621395,0.651023,0.029628,FALSE
1.098612,0.408971,0.408971,0.070092,0.179537,0.059693,0.059693,0.75,0.984594,0.984989,0.000395,FALSE
1.098612,0.952157,0.952157,0.637509,0.455201,0.898305,0.498066,0.75,0.285534,0.286324,0.00079,TRUE
0.693147,0.952157,0.952157,0.355604,0.341606,0.784091,0.784091,?,0.082879,0.082879,0,FALSE
0.693147,0.952157,0.952157,0.664004,0.462375,1,1,0.625,0.039504,0.039504,0,TRUE
1.098612,0.408971,0.408971,0.046537,0.170254,0.018851,0.018851,0.5625,0.782887,0.811962,0.029075,FALSE
0.693147,0.408971,0.408971,0.202688,0.289378,0.061619,0.061619,0.8125,0.423797,0.423797,0,FALSE
0.693147,0.952157,0.952157,0.595186,0.469441,0.739726,0.739726,0.6875,0.040294,0.040294,0,TRUE
0.693147,0.959581,0.959581,0.270227,0.318823,0.045455,0.045455,0.5625,0.87501,0.87501,0,FALSE
1.098612,0.952157,0.952157,0.439356,0.48949,0.525672,0.525672,0.6875,0.896974,0.976298,0.079324,TRUE
1.098612,0.952157,0.952157,0.494483,0.48772,0.531046,0.341682,0.5,0.062653,0.214664,0.152011,FALSE
1.386294,0.952157,0.952157,0.480188,0.4818,0.488688,0.488688,0.75,0.282531,0.791262,0.50873,FALSE
1.098612,0.952157,0.952157,0.60817,0.494026,0.875,0.451389,0.6875,0.930789,0.931421,0.000632,TRUE
1.386294,0.952157,0.952157,0.450723,0.309959,0.126931,0.126931,0.75,0.752864,0.759896,0.007032,TRUE
1.098612,0.952157,0.952157,0.673041,0.539513,0.75,0.585526,0.6875,0.270127,0.990282,0.720155,TRUE
0.693147,0.408971,0.408971,0.194478,0.325903,0.017547,0.017547,0.625,0.194201,0.194201,0,FALSE
3.931826,0.952157,0.952157,0.699046,0.590576,0.902439,0.116793,0.75,0.000237,0.985384,0.985147,TRUE
0.693147,0.952157,0.952157,0.681277,0.44659,1,1,?,0.291064,0.291064,0,TRUE
0.693147,0.408971,0.408971,0.121854,0.272954,0.026247,0.026247,?,0.539227,0.539227,0,FALSE
1.098612,0.408971,0.408971,0.053257,0.188527,0.008952,0.008952,0.625,0.612625,0.614285,0.001659,FALSE
1.098612,0.408971,0.408971,0.051349,0.143713,0.03003,0.03003,?,0.318164,0.36707,0.048906,FALSE
0.693147,0.408971,0.408971,0.045465,0.125339,0.047739,0.047739,0.6875,0.801138,0.801138,0,FALSE
0.693147,0.952157,0.952157,0.488556,0.406848,0.355102,0.355102,0.625,0.262463,0.262463,0,TRUE
0.693147,0.110542,0.110542,0.036982,0.135803,0.020176,0.020176,0.75,0.994785,0.994785,0,FALSE
0.693147,0.952157,0.952157,0.546751,0.350563,0.368056,0.368056,0.5625,0.379474,0.379474,0,TRUE
0.693147,0.952157,0.952157,0.366456,0.39122,0.308824,0.308824,?,0.194991,0.194991,0,FALSE
0.693147,0.408971,0.408971,0.127312,0.229696,0.04385,0.04385,0.6875,0.0207,0.0207,0,FALSE
0.693147,0.952157,0.952157,0.492206,0.430437,0.341493,0.341493,?,0.211108,0.211108,0,TRUE
0.693147,0.594784,0.594784,0.218541,0.268531,0.019565,0.019565,0.8125,0.113692,0.113692,0,FALSE
0.693147,0.408971,0.408971,0.029026,0.106684,0.023923,0.023923,0.6875,0.667773,0.667773,0,FALSE
1.098612,0.952157,0.952157,0.453557,0.44625,0.305928,0.305928,?,0.098444,0.88694,0.788496,TRUE
1.386294,0.952157,0.952157,0.385966,0.398498,0.5,0.196524,0.5625,0.309473,0.614285,0.304812,TRUE
1.098612,0.408971,0.408971,0.009404,0.009403,0.005801,0.005801,0.75,0.418346,0.419531,0.001185,FALSE
0.693147,0.408971,0.408971,0.068339,0.175753,0.012241,0.012241,0.875,0.046931,0.046931,0,FALSE
1.098612,0.408971,0.408971,0.114305,0.189631,0.007684,0.007684,0.8125,0.281583,0.282057,0.000474,FALSE
0.693147,0.408971,0.408971,0.130344,0.243727,0.036713,0.036713,0.625,0.081773,0.081773,0,FALSE
1.386294,0.408971,0.408971,0.057019,0.147208,0.761882,0.286134,0.625,0.700403,0.842538,0.142135,FALSE
1.386294,0.408971,0.408971,0.146142,0.323026,0.019868,0.019868,?,0.196887,0.865845,0.668958,FALSE
1.098612,0.952157,0.952157,0.360113,0.403944,0.071489,0.043832,0.875,0.209133,0.730426,0.521293,FALSE
0.693147,0.208971,0.208971,0.009417,0.093819,0.061644,0.061644,0.75,0.967765,0.967765,0,FALSE
0.693147,0.408971,0.408971,0.05582,0.193209,0.006182,0.006182,0.75,0.245003,0.245003,0,FALSE
0.693147,0.408971,0.408971,0.10405,0.20556,0.017367,0.017367,0.8125,0.15683,0.15683,0,FALSE
0.693147,0.408971,0.408971,0.178424,0.295448,0.015944,0.015944,0.75,0.336099,0.336099,0,FALSE
0.693147,0.951811,0.951811,0.309056,0.313243,0.077029,0.077029,0.6875,0.638935,0.638935,0,FALSE
0.693147,0.408971,0.408971,0.023834,0.040074,0.149425,0.149425,0.75,0.46101,0.46101,0,FALSE
1.098612,0.951811,0.951811,0.312577,0.3753,0.015679,0.015679,0.625,0.737142,0.952437,0.215296,FALSE
0.693147,0.408971,0.408971,0.08034,0.170392,0.005952,0.005952,0.6875,0.628901,0.628901,0,FALSE
0.693147,0.408971,0.408971,0.170685,0.222439,0.042265,0.042265,0.8125,0.790709,0.790709,0,FALSE
1.098612,0.952157,0.952157,0.649606,0.497065,0.6,0.547899,0.6875,0.233784,0.815122,0.581338,TRUE
0.693147,0.408971,0.408971,0.099752,0.157126,0.11458,0.11458,?,0.414632,0.414632,0,FALSE
0.693147,0.208971,0.208971,0.033628,0.090552,0.058824,0.058824,?,0.808406,0.808406,0,FALSE
0.693147,0.408971,0.408971,0.075037,0.175626,0.006711,0.006711,0.5625,0.819626,0.819626,0,FALSE
2.197225,0.408971,0.408971,0.163812,0.293551,0.040323,0.040323,0.8125,0.388244,0.579995,0.191752,FALSE
1.098612,0.408971,0.408971,0.071239,0.128565,0.09633,0.09633,0.6875,0.566959,0.567828,0.000869,FALSE
1.098612,0.952157,0.952157,0.573647,0.501483,0.843844,0.467205,0.5625,0.184878,0.18551,0.000632,TRUE
1.098612,0.508971,0.508971,0.208239,0.32483,0.07326,0.056531,0.8125,0.958837,0.959548,0.000711,FALSE
0.693147,0.408971,0.408971,0.176218,0.300606,0.315789,0.315789,0.8125,0.765031,0.765031,0,FALSE
1.098612,0.408971,0.408971,0.075708,0.092856,0.006518,0.006518,0.8125,0.24998,0.823734,0.573754,FALSE
0.693147,0.408971,0.408971,0.022036,0.157168,0.008475,0.008475,0.75,0.9793,0.9793,0,FALSE
1.098612,0.952157,0.952157,0.563906,0.50747,0.669951,0.668309,0.8125,0.139765,0.168049,0.028285,TRUE
0.693147,0.408971,0.408971,0.136372,0.128614,0.005348,0.005348,0.8125,0.720945,0.720945,0,FALSE
0.693147,0.408971,0.408971,0.133312,0.225343,0.019606,0.019606,0.6875,0.133602,0.133602,0,FALSE
1.386294,0.408971,0.408971,0.107063,0.176244,0.01624,0.014795,0.8125,0.296358,0.29699,0.000632,FALSE
1.609438,0.408971,0.408971,0,0.103601,0.019269,0.019269,0.875,0.310816,0.525006,0.21419,FALSE
1.94591,0.408971,0.408971,0.041852,0.098233,0.018152,0.018152,0.75,0.402149,0.490875,0.088726,FALSE
0.693147,0.408971,0.408971,0.137697,0.197241,0.080645,0.080645,0.625,0.034368,0.034368,0,FALSE
1.098612,0.408971,0.408971,0.019107,0.071591,0.064439,0.064439,0.75,0.555424,0.557004,0.00158,FALSE
1.098612,0.594784,0.594784,0.212289,0.252302,0.008104,0.008104,0.75,0.344868,0.639725,0.294857,FALSE
0.693147,0.62894,0.62894,0.37456,0.400776,0.020364,0.020364,0.625,0.016039,0.016039,0,FALSE
0.693147,0.408971,0.408971,0.046152,0.174087,0.021896,0.021896,0.6875,0.085723,0.085723,0,FALSE
0.693147,0.408971,0.408971,0.023822,0.080463,0.00854,0.00854,?,0.330173,0.330173,0,FALSE
2.197225,0.956059,0.857914,0.324204,0.417697,0.616278,0.339181,0.6875,0.870506,0.929446,0.05894,TRUE
0.693147,0.208971,0.208971,0.030385,0.132288,0.01936,0.01936,?,0.425693,0.425693,0,FALSE
1.791759,0.952157,0.952157,0.542136,0.514365,0.679346,0.31421,0.6875,0.083511,0.938058,0.854547,TRUE
0.693147,0.408971,0.408971,0.198055,0.259515,0.018928,0.018928,0.8125,0.646599,0.646599,0,FALSE
3.637586,0.952157,0.952157,0.445989,0.584858,0.78347,0.409954,0.6875,0.0064,0.974402,0.968002,TRUE
0.693147,0.408971,0.408971,0.197154,0.281348,0.181526,0.181526,0.8125,0.170894,0.170894,0,FALSE
0.693147,0.952157,0.952157,0.577257,0.51876,0.660194,0.660194,0.6875,0.195465,0.195465,0,TRUE
1.098612,0.952157,0.952157,0.618731,0.50343,0.269565,0.269565,0.75,0.286956,0.459746,0.17279,TRUE
0.693147,0.308971,0.308971,0.014879,0.088412,0.118816,0.118816,0.625,0.228332,0.228332,0,FALSE
0.693147,0.952157,0.952157,0.488133,0.412257,0.279766,0.279766,?,0.161808,0.161808,0,TRUE
1.098612,0.952157,0.952157,0.51123,0.441689,0.259532,0.259532,?,0.051829,0.17911,0.127281,TRUE
0.693147,0.952157,0.952157,0.406343,0.370712,0.271862,0.271862,?,0.07166,0.07166,0,FALSE
0.693147,0.408971,0.408971,0.028242,0.077429,0.011898,0.011898,0.8125,0.132733,0.132733,0,FALSE
1.609438,0.408971,0.408971,0.00982,0.077025,0.04845,0.04845,0.8125,0.407443,0.477443,0.070001,FALSE
0.693147,0.951811,0.951811,0.281806,0.337178,0.005,0.005,0.625,0.928735,0.928735,0,FALSE
0.693147,0.952157,0.952157,0.457564,0.405154,0.26921,0.26921,?,0.230465,0.230465,0,TRUE
0.693147,0.408971,0.408971,0.094903,0.197677,0.699314,0.699314,0.625,0.672276,0.672276,0,FALSE
1.94591,0.952157,0.952157,0.482004,0.465555,0.299002,0.299002,?,0.015723,0.87817,0.862448,TRUE
0.693147,0.408971,0.408971,0.040954,0.097064,0.076433,0.076433,?,0.447499,0.447499,0,FALSE
0.693147,0.408971,0.408971,0.164877,0.220221,0.059519,0.059519,0.6875,0.728056,0.728056,0,FALSE
0.693147,0.952157,0.952157,0.485292,0.331399,0.071618,0.071618,0.625,0.353322,0.353322,0,TRUE
1.098612,0.594784,0.594784,0.251837,0.328589,0.012337,0.012337,0.6875,0.061705,0.213716,0.152011,FALSE
0.693147,0.952157,0.952157,0.458709,0.436402,0.821429,0.821429,0.6875,0.028127,0.028127,0,FALSE
1.791759,0.952157,0.952157,0.457899,0.418928,0.054265,0.054265,0.6875,0.100972,0.823181,0.722209,TRUE
1.609438,0.952157,0.952157,0.496933,0.495329,0.390634,0.390634,0.6875,0.862527,0.941376,0.07885,TRUE
0.693147,0.110542,0.110542,0.150749,0.192854,0.029453,0.029453,?,0.139212,0.139212,0,FALSE
0.693147,0.952157,0.952157,0.502548,0.4474,0.322558,0.322558,?,0.225646,0.225646,0,TRUE
0.693147,0.655521,0.655521,0.292562,0.360375,0.092771,0.092771,0.6875,0.928735,0.928735,0,FALSE
2.302585,0.952157,0.923715,0.399628,0.422994,0.225956,0.060069,0.6875,0.0064,0.953939,0.947539,FALSE
1.098612,0.956596,0.956596,0.278045,0.368591,0.007209,0.007209,0.6875,0.247136,0.89887,0.651734,FALSE
1.098612,0.408971,0.408971,0.172169,0.258248,0.113208,0.113208,0.8125,0.778384,0.820495,0.042111,FALSE
0.693147,0.952157,0.952157,0.461437,0.391409,0.294053,0.294053,?,0.229912,0.229912,0,TRUE
0.693147,0.408971,0.408971,0.002674,0.116231,0.015936,0.015936,0.8125,0.368729,0.368729,0,FALSE
0.693147,0.594784,0.594784,0.230189,0.25087,0.028808,0.028808,0.75,0.629454,0.629454,0,FALSE
0.693147,0.952157,0.952157,0.352769,0.442906,0.638322,0.638322,0.4375,0.894999,0.894999,0,TRUE
1.098612,0.408971,0.408971,0.192059,0.201348,0.037202,0.026277,?,0.018962,0.57486,0.555898,FALSE
1.791759,0.408971,0.408971,0.066155,0.094458,0.016862,0.016862,0.6875,0.538121,0.597772,0.059651,FALSE
0.693147,0.408971,0.408971,0.072122,0.157741,0.093244,0.093244,0.625,0.879829,0.879829,0,FALSE
1.098612,0.956059,0.956059,0.333377,0.359324,0.155172,0.088725,?,0.734534,0.928103,0.193569,FALSE
1.386294,0.952157,0.952157,0.472318,0.458442,0.560241,0.238427,0.625,0.889073,0.940191,0.051118,FALSE
0.693147,0.408971,0.408971,0.185988,0.254451,0.032973,0.032973,0.6875,0.539622,0.539622,0,FALSE
0.693147,0.915588,0.915588,0.634382,0.48122,0.117647,0.117647,0.5625,0.095994,0.095994,0,TRUE
1.609438,0.408971,0.408971,0.180467,0.208658,0.011562,0.011562,0.8125,0.022438,0.678834,0.656396,FALSE
0.693147,0.408971,0.408971,0.027389,0.143515,0.006475,0.006475,?,0.141898,0.141898,0,FALSE
0.693147,0.408971,0.408971,0.065475,0.095467,0.012903,0.012903,0.625,0.124437,0.124437,0,FALSE
2.079442,0.952157,0.952157,0.645,0.534662,0.608696,0.550082,0.75,0.019436,0.604883,0.585447,TRUE
3.218876,0.952157,0.952157,0.549831,0.404688,0.02963,0.028278,0.8125,0.314134,0.650075,0.335941,TRUE
0.693147,0.952157,0.952157,0.639376,0.61389,0.043478,0.043478,0.4375,0.070383,0.070383,0,TRUE
1.098612,0.952157,0.952157,0.443691,0.49771,0.128906,0.128906,0.625,0.622383,0.834128,0.211745,FALSE
1.098612,0.952157,0.952157,0.560989,0.568288,0.513174,0.513174,0.6875,0.907404,0.910894,0.003489,TRUE
0.693147,0.952157,0.952157,0.690169,0.604623,0.606061,0.606061,?,0.562723,0.562723,0,TRUE
0.693147,0.594784,0.594784,0.255071,0.172068,0.017646,0.017646,0.75,0.731745,0.731745,0,FALSE
1.098612,0.952157,0.952157,0.613256,0.527443,0.017241,0.013523,0.4375,0.777532,0.782468,0.004936,FALSE
0.693147,0.408971,0.408971,0,0.053795,0.043478,0.043478,0.75,0.976085,0.976085,0,FALSE
0.693147,0.952157,0.952157,0.498689,0.484164,0.074074,0.074074,0.625,0.079745,0.079745,0,FALSE
0.693147,0.952157,0.952157,0.420397,0.446947,0.020528,0.020528,0.8125,0.888255,0.888255,0,FALSE
0.693147,0.408971,0.408971,0.025577,0.06023,0.011123,0.011123,0.6875,0.998553,0.998553,0,FALSE
1.386294,0.952157,0.952157,0.497579,0.468732,0.066195,0.066195,0.8125,0.010298,0.555574,0.545277,FALSE
0.693147,0.952157,0.952157,0.691404,0.650962,0.859938,0.859938,0.8125,0.341362,0.341362,0,TRUE
1.098612,0.952157,0.952157,0.407622,0.465187,0.253521,0.253521,?,0.617702,0.886213,0.268511,FALSE
1.791759,0.952157,0.952157,0.4943,0.515541,0.157526,0.126883,?,0.215489,0.886213,0.670723,FALSE
0.693147,0.408971,0.408971,0.047422,0.043877,0.216578,0.216578,?,0.430043,0.430043,0,FALSE
0.693147,0.952157,0.952157,0.573069,0.476323,0.42623,0.42623,0.6875,0.980681,0.980681,0,TRUE
0.693147,0.952157,0.952157,0.713049,0.611474,0.692308,0.692308,0.75,0.772,0.772,0,TRUE
1.609438,0.225322,0.225322,0.290652,0.411179,0.017857,0.017857,0.6875,0.117447,0.626638,0.509191,FALSE
1.098612,0.952157,0.952157,0.712043,0.650991,0.378378,0.378378,?,0.474894,0.483404,0.008511,TRUE
1.386294,0.952157,0.952157,0.683711,0.657518,0.255319,0.162834,?,0.040085,0.361532,0.321447,TRUE
0.693147,0.208971,0.208971,0,0.019864,0.006791,0.006791,?,0.416596,0.416596,0,FALSE
1.94591,0.952157,0.952157,0.650035,0.60832,0.429421,0.429421,0.75,0.542298,0.659319,0.117021,FALSE
0.693147,0.951811,0.951811,0.3162,0.392555,0.055556,0.055556,0.75,0.678298,0.678298,0,FALSE
1.098612,0.952157,0.952157,0.620444,0.569385,0.196275,0.196275,?,0.009191,0.010809,0.001617,FALSE
0.693147,0.952157,0.952157,0.366828,0.366336,0.430065,0.430065,?,0.19166,0.19166,0,FALSE
1.791759,0.952157,0.952157,0.639821,0.636533,0.018819,0.018819,?,0.353787,0.977362,0.623574,FALSE
2.079442,0.952157,0.952157,0.664697,0.622193,0.014778,0.008363,?,0.343319,0.882809,0.539489,FALSE
1.609438,0.952157,0.952157,0.690674,0.73559,0.529412,0.437684,0.8125,0.020936,0.724511,0.703574,TRUE
0.693147,0.952157,0.952157,0.416666,0.503577,0.359375,0.359375,?,0.095234,0.095234,0,FALSE
0.693147,0.408971,0.408971,0,0.00906,0.053701,0.053701,0.625,0.995404,0.995404,0,FALSE
