@relation LinkDisambiguator

@attribute commonness numeric
@attribute relatedness numeric
@attribute contextQuality numeric
@attribute isCorrectSense {TRUE,FALSE}

@data
0.974522,0.484967,10.677087,TRUE
0.019108,0.164948,10.677087,FALSE
0.957479,0.201881,10.677087,TRUE
0.027264,0.029668,10.677087,FALSE
0.973684,0.580044,10.364758,TRUE
0.013158,0.093514,10.364758,FALSE
0.013158,0.094995,10.364758,FALSE
0.982216,0.585513,10.364758,TRUE
0.980769,0.553564,10.364758,TRUE
0.012821,0.207995,10.364758,FALSE
0.401639,0.610782,10.364758,FALSE
0.327869,0,10.364758,FALSE
0.254098,0.627825,10.364758,TRUE
0.961364,0.422169,10.364758,TRUE
0.034091,0.060679,10.364758,FALSE
0.982216,0.585513,10.364758,TRUE
0.973262,0.628059,10.364758,TRUE
0.026738,0.048103,10.364758,FALSE
0.983333,0.488363,10.364758,TRUE
0.016667,0.014179,10.364758,FALSE
0.966667,0.512691,10.364758,TRUE
0.016667,0.229452,10.364758,FALSE
0.016667,0,10.364758,FALSE
0.907407,0.626938,10.364758,TRUE
0.041667,0.129428,10.364758,FALSE
0.027778,0.216159,10.364758,FALSE
0.75,0.651199,10.364758,TRUE
0.083333,0.494518,10.364758,FALSE
0.083333,0.52359,10.364758,FALSE
0.083333,0.38537,10.364758,FALSE
0.95,0.508489,10.364758,TRUE
0.025,0.132298,10.364758,FALSE
0.580465,0,10.364758,FALSE
0.357209,0.497828,10.364758,TRUE
0.018605,0,10.364758,FALSE
0.013023,0,10.364758,FALSE
0.012093,0.029175,10.364758,FALSE
0.322323,0.52359,10.364758,FALSE
0.15205,0.294862,10.364758,FALSE
0.083144,0.38537,10.364758,FALSE
0.02221,0.298929,10.364758,FALSE
0.017654,0.259832,10.364758,FALSE
0.013667,0.233092,10.364758,FALSE
0.013667,0.141197,10.364758,FALSE
0.013098,0.387149,10.364758,FALSE
0.013098,0.429784,10.364758,FALSE
0.01139,0.12771,10.364758,FALSE
0.01082,0.246612,10.364758,FALSE
0.010251,0.390348,10.364758,FALSE
0.982216,0.585513,10.364758,TRUE
0.971178,0.564459,10.364758,TRUE
0.027569,0.081248,10.364758,FALSE
0.401639,0.610782,10.364758,TRUE
0.327869,0,10.364758,FALSE
0.254098,0.627825,10.364758,FALSE
0.963351,0.461128,10.364758,TRUE
0.015707,0.055386,10.364758,FALSE
0.25,0.562516,10.364758,TRUE
0.25,0.486148,10.364758,FALSE
0.25,0.18993,10.364758,FALSE
0.25,0.049978,10.364758,FALSE
0.961364,0.422169,10.364758,TRUE
0.034091,0.060679,10.364758,FALSE
0.933333,0.629033,10.364758,TRUE
0.066667,0.380486,10.364758,FALSE
0.980769,0.553564,10.364758,TRUE
0.012821,0.207995,10.364758,FALSE
0.840807,0.417311,10.364758,TRUE
0.085202,0,10.364758,FALSE
0.067265,0,10.364758,FALSE
0.947368,0.539996,10.364758,TRUE
0.035088,0,10.364758,FALSE
0.017544,0,10.364758,FALSE
0.952756,0.406167,10.364758,TRUE
0.015748,0.116843,10.364758,FALSE
0.84561,0.347397,10.364758,FALSE
0.098399,0.374657,10.364758,TRUE
0.032689,0.488365,10.364758,FALSE
0.881356,0.532279,10.364758,TRUE
0.016949,0.325731,10.364758,FALSE
0.016949,0.271859,10.364758,FALSE
0.016949,0.239987,10.364758,FALSE
0.016949,0.246612,10.364758,FALSE
0.016949,0.030243,10.364758,FALSE
0.016949,0.073426,10.364758,FALSE
0.322323,0.52359,10.364758,TRUE
0.15205,0.294862,10.364758,FALSE
0.083144,0.38537,10.364758,FALSE
0.02221,0.298929,10.364758,FALSE
0.017654,0.259832,10.364758,FALSE
0.013667,0.233092,10.364758,FALSE
0.013667,0.141197,10.364758,FALSE
0.013098,0.387149,10.364758,FALSE
0.013098,0.429784,10.364758,FALSE
0.01139,0.12771,10.364758,FALSE
0.01082,0.246612,10.364758,FALSE
0.010251,0.390348,10.364758,FALSE
0.969697,0.468071,9.36747,TRUE
0.030303,0.379723,9.36747,FALSE
0.983949,0.518547,9.36747,TRUE
0.976096,0.473155,9.36747,TRUE
0.011952,0.337381,9.36747,FALSE
0.5,0.231902,9.36747,FALSE
0.5,0.611461,9.36747,TRUE
0.885417,0.473355,9.36747,TRUE
0.072917,0.179172,9.36747,FALSE
0.010417,0.145946,9.36747,FALSE
0.75,0.521902,9.36747,TRUE
0.25,0.084434,9.36747,FALSE
0.983949,0.518547,9.36747,TRUE
0.909091,0.522116,9.36747,TRUE
0.090909,0.28397,9.36747,FALSE
0.989899,0.427323,9.36747,TRUE
0.010101,0,9.36747,FALSE
0.981481,0.545375,9.36747,TRUE
0.018519,0.352594,9.36747,FALSE
0.981481,0.545375,9.36747,TRUE
0.018519,0.352594,9.36747,FALSE
0.979381,0.529308,9.36747,TRUE
0.020619,0.340682,9.36747,FALSE
0.9,0.5169,9.36747,TRUE
0.1,0.389572,9.36747,FALSE
0.662162,0.482935,9.36747,TRUE
0.310811,0.081069,9.36747,FALSE
0.013514,0,9.36747,FALSE
0.867925,0.503144,9.36747,TRUE
0.09434,0.404081,9.36747,FALSE
0.037736,0.157304,9.36747,FALSE
0.905,0.46904,9.36747,TRUE
0.04,0.064174,9.36747,FALSE
0.02,0.159166,9.36747,FALSE
0.015,0.150578,9.36747,FALSE
0.01,0,9.36747,FALSE
0.625,0.523309,9.36747,TRUE
0.25,0.430811,9.36747,FALSE
0.125,0.248722,9.36747,FALSE
0.941176,0.500196,9.36747,TRUE
0.058824,0.052227,9.36747,FALSE
0.951452,0.4487,10.467652,TRUE
0.020345,0.431701,10.467652,FALSE
0.5,0.238621,10.467652,FALSE
0.5,0.54274,10.467652,TRUE
0.946009,0.674975,10.467652,TRUE
0.0223,0.548865,10.467652,FALSE
0.011737,0.661697,10.467652,FALSE
0.87304,0.448456,10.467652,FALSE
0.085947,0.566098,10.467652,TRUE
0.031363,0.205065,10.467652,FALSE
0.740191,0.443333,10.467652,FALSE
0.123012,0.553489,10.467652,TRUE
0.083775,0.236303,10.467652,FALSE
0.010604,0.064473,10.467652,FALSE
0.010604,0.064398,10.467652,FALSE
0.961679,0.405381,10.467652,TRUE
0.021898,0,10.467652,FALSE
0.961782,0.188135,11.425681,FALSE
0.016852,0,11.425681,FALSE
0.951452,0.405361,11.425681,TRUE
0.020345,0.279364,11.425681,FALSE
0.961782,0.188135,11.425681,FALSE
0.016852,0,11.425681,FALSE
0.951452,0.405361,11.425681,TRUE
0.020345,0.279364,11.425681,FALSE
0.538462,0.058559,11.425681,FALSE
0.461538,0.532688,11.425681,TRUE
0.904535,0.522013,11.425681,TRUE
0.078759,0.360339,11.425681,FALSE
0.01074,0.020725,11.425681,FALSE
0.954198,0.509431,11.425681,TRUE
0.017812,0,11.425681,FALSE
0.986111,0.665943,11.425681,TRUE
0.013889,0.06842,11.425681,FALSE
0.968254,0.542397,11.425681,TRUE
0.031746,0.007993,11.425681,FALSE
0.931373,0.445665,11.425681,TRUE
0.062092,0,11.425681,FALSE
0.911111,0.427875,11.425681,TRUE
0.087719,0.008494,11.425681,FALSE
0.958058,0.34331,11.425681,TRUE
0.023301,0,11.425681,FALSE
0.958058,0.34331,11.425681,TRUE
0.023301,0,11.425681,FALSE
0.986667,0.60823,11.425681,TRUE
0.013333,0.01612,11.425681,FALSE
0.980769,0.527018,11.425681,TRUE
0.012821,0,11.425681,FALSE
0.950176,0.328709,11.425681,TRUE
0.011484,0.007912,11.425681,FALSE
0.946009,0.554954,11.425681,TRUE
0.0223,0.296713,11.425681,FALSE
0.011737,0.530427,11.425681,FALSE
0.87304,0.336199,11.425681,FALSE
0.085947,0.511383,11.425681,TRUE
0.031363,0.076119,11.425681,FALSE
0.740191,0.443908,11.425681,TRUE
0.123012,0.281388,11.425681,FALSE
0.083775,0.170352,11.425681,FALSE
0.010604,0.017401,11.425681,FALSE
0.010604,0.018949,11.425681,FALSE
0.788204,0.490595,11.425681,TRUE
0.16622,0.303833,11.425681,FALSE
0.037534,0.283167,11.425681,FALSE
0.911111,0.427875,11.425681,TRUE
0.087719,0.008494,11.425681,FALSE
0.963918,0.52517,11.425681,TRUE
0.020619,0,11.425681,FALSE
0.590909,0,11.425681,FALSE
0.318182,0.75894,11.425681,TRUE
0.961782,0.188135,11.425681,FALSE
0.016852,0,11.425681,FALSE
0.961412,0.423614,11.425681,TRUE
0.014925,0.022032,11.425681,FALSE
0.012741,0.04323,11.425681,FALSE
0.961782,0.188135,11.425681,FALSE
0.016852,0,11.425681,FALSE
0.980769,0.527018,11.425681,TRUE
0.012821,0,11.425681,FALSE
0.951452,0.405361,11.425681,TRUE
0.020345,0.279364,11.425681,FALSE
0.972973,0.669547,11.425681,TRUE
0.027027,0.01621,11.425681,FALSE
0.981651,0.589683,11.425681,TRUE
0.12,0,11.425681,FALSE
0.08,0.012562,11.425681,FALSE
0.08,0,11.425681,FALSE
0.08,0,11.425681,FALSE
0.08,0,11.425681,FALSE
0.08,0,11.425681,FALSE
0.08,0,11.425681,FALSE
0.04,0.456781,11.425681,TRUE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.04,0,11.425681,FALSE
0.980769,0.527018,11.425681,TRUE
0.012821,0,11.425681,FALSE
0.972973,0.669547,11.425681,TRUE
0.027027,0.01621,11.425681,FALSE
0.972222,0.615389,11.425681,TRUE
0.027778,0.035427,11.425681,FALSE
0.8,0.787609,11.425681,TRUE
0.075,0.784083,11.425681,FALSE
0.075,0.303676,11.425681,FALSE
0.05,0.322544,11.425681,FALSE
0.566739,0.274985,10.397562,TRUE
0.357883,0.119549,10.397562,FALSE
0.017495,0,10.397562,FALSE
0.014039,0,10.397562,FALSE
0.013607,0,10.397562,FALSE
0.978684,0.422689,10.397562,TRUE
0.011121,0.096228,10.397562,FALSE
0.951452,0.281868,10.397562,TRUE
0.020345,0.079713,10.397562,FALSE
0.946345,0.38736,10.397562,TRUE
0.03888,0,10.397562,FALSE
0.980392,0.318643,10.397562,TRUE
0.919823,0.274482,10.397562,TRUE
0.042525,0.056882,10.397562,FALSE
0.012846,0.093309,10.397562,FALSE
0.633333,0.566806,10.397562,TRUE
0.188889,0,10.397562,FALSE
0.055556,0,10.397562,FALSE
0.055556,0.024631,10.397562,FALSE
0.033333,0.069994,10.397562,FALSE
0.022222,0,10.397562,FALSE
0.97533,0.334753,10.397562,TRUE
0.012048,0.090517,10.397562,FALSE
0.978684,0.422689,10.397562,TRUE
0.011121,0.096228,10.397562,FALSE
0.949517,0.264816,10.397562,TRUE
0.021513,0.074141,10.397562,FALSE
0.843373,0.504527,10.397562,TRUE
0.144578,0.029693,10.397562,FALSE
0.012048,0,10.397562,FALSE
0.666667,0.162421,10.397562,FALSE
0.283582,0.544069,10.397562,TRUE
0.924686,0.557554,10.397562,TRUE
0.033473,0,10.397562,FALSE
0.016736,0.61455,10.397562,FALSE
0.833333,0.651453,10.397562,TRUE
0.166667,0.027703,10.397562,FALSE
0.833333,0.651453,10.397562,TRUE
0.166667,0.027703,10.397562,FALSE
0.833333,0.651453,10.397562,TRUE
0.166667,0.027703,10.397562,FALSE
0.698113,0.524542,10.397562,FALSE
0.301887,0.692607,10.397562,TRUE
0.782609,0.307922,10.397562,TRUE
0.090062,0,10.397562,FALSE
0.059006,0.037284,10.397562,FALSE
0.021739,0.020393,10.397562,FALSE
0.018634,0.22271,10.397562,FALSE
0.924686,0.557554,10.397562,TRUE
0.033473,0,10.397562,FALSE
0.016736,0.61455,10.397562,FALSE
0.936438,0.508871,11.222266,TRUE
0.032813,0.566028,11.222266,FALSE
0.847561,0.591943,11.222266,TRUE
0.128049,0.450426,11.222266,FALSE
0.901532,0.598488,11.222266,TRUE
0.065646,0.368419,11.222266,FALSE
0.851958,0.608564,11.222266,TRUE
0.051576,0.502339,11.222266,FALSE
0.038204,0.429662,11.222266,FALSE
0.018147,0.533939,11.222266,FALSE
0.941043,0.630297,11.222266,TRUE
0.047619,0.465598,11.222266,FALSE
0.954809,0.473403,11.222266,TRUE
0.019046,0.459087,11.222266,FALSE
0.971178,0.512616,11.222266,TRUE
0.027569,0,11.222266,FALSE
0.501896,0.399553,11.222266,TRUE
0.427307,0.373791,11.222266,FALSE
0.040455,0.150405,11.222266,FALSE
0.010114,0.43116,11.222266,FALSE
0.962264,0.548997,11.222266,TRUE
0.018868,0.255365,11.222266,FALSE
0.018868,0.020609,11.222266,FALSE
0.72229,0.449213,11.222266,TRUE
0.095006,0.509054,11.222266,FALSE
0.09257,0.363299,11.222266,FALSE
0.054811,0.327061,11.222266,FALSE
0.019488,0.033856,11.222266,FALSE
0.880952,0.451504,11.222266,TRUE
0.095238,0.16799,11.222266,FALSE
0.959184,0.520841,11.222266,TRUE
0.020408,0.282353,11.222266,FALSE
0.987562,0.540915,11.222266,TRUE
0.012438,0.32843,11.222266,FALSE
0.808511,0.531523,11.222266,TRUE
0.106383,0.479253,11.222266,FALSE
0.06383,0.351213,11.222266,FALSE
0.021277,0.338985,11.222266,FALSE
0.851958,0.608564,11.222266,TRUE
0.051576,0.502339,11.222266,FALSE
0.038204,0.429662,11.222266,FALSE
0.018147,0.533939,11.222266,FALSE
0.987179,0.575058,11.222266,TRUE
0.012821,0.521171,11.222266,FALSE
0.907407,0.549864,11.222266,TRUE
0.041667,0.094221,11.222266,FALSE
0.027778,0.230811,11.222266,FALSE
0.886792,0.512231,11.222266,TRUE
0.113208,0.2369,11.222266,FALSE
0.936438,0.508871,11.222266,TRUE
0.032813,0.566028,11.222266,FALSE
0.943503,0.618929,11.222266,TRUE
0.037665,0.627996,11.222266,FALSE
0.018832,0.548463,11.222266,FALSE
0.485981,0.521342,11.222266,TRUE
0.46729,0.541131,11.222266,FALSE
0.042056,0.467724,11.222266,FALSE
0.907407,0.549864,11.222266,TRUE
0.041667,0.094221,11.222266,FALSE
0.027778,0.230811,11.222266,FALSE
0.906977,0.521371,11.222266,TRUE
0.081395,0.386138,11.222266,FALSE
0.011628,0.584039,11.222266,FALSE
0.907407,0.549864,11.222266,TRUE
0.041667,0.094221,11.222266,FALSE
0.027778,0.230811,11.222266,FALSE
0.947368,0.557491,11.222266,TRUE
0.052632,0.468804,11.222266,FALSE
0.825,0.480755,11.222266,TRUE
0.025,0.015217,11.222266,FALSE
0.025,0.259233,11.222266,FALSE
0.025,0.068327,11.222266,FALSE
0.025,0,11.222266,FALSE
0.025,0.334907,11.222266,FALSE
0.025,0.179785,11.222266,FALSE
0.025,0,11.222266,FALSE
0.580465,0.00286,11.222266,FALSE
0.357209,0.448587,11.222266,TRUE
0.018605,0.015221,11.222266,FALSE
0.013023,0,11.222266,FALSE
0.012093,0.015221,11.222266,FALSE
0.961782,0.270496,11.222266,TRUE
0.016852,0.064654,11.222266,FALSE
0.988304,0.566028,11.222266,TRUE
0.011696,0.508871,11.222266,FALSE
0.978641,0.457737,11.222266,TRUE
0.019417,0.470002,11.222266,FALSE
0.962331,0.49682,11.222266,TRUE
0.027663,0.359995,11.222266,FALSE
0.979282,0.685201,10.580768,TRUE
0.013812,0.223553,10.580768,FALSE
0.988321,0.694711,10.580768,TRUE
0.010219,0.193817,10.580768,FALSE
0.937529,0.592395,10.580768,TRUE
0.036364,0.240952,10.580768,FALSE
0.974079,0.666601,10.580768,TRUE
0.023192,0.41744,10.580768,FALSE
0.979282,0.685201,10.580768,TRUE
0.013812,0.223553,10.580768,FALSE
0.919823,0.545701,10.580768,TRUE
0.042525,0.547365,10.580768,FALSE
0.012846,0.145957,10.580768,FALSE
0.846154,0.557566,10.580768,TRUE
0.076923,0.42342,10.580768,FALSE
0.988321,0.694711,10.580768,TRUE
0.010219,0.193817,10.580768,FALSE
0.64,0.589057,10.580768,TRUE
0.344,0.544208,10.580768,FALSE
0.919823,0.545701,10.580768,TRUE
0.042525,0.547365,10.580768,FALSE
0.012846,0.145957,10.580768,FALSE
0.988321,0.694711,10.580768,TRUE
0.010219,0.193817,10.580768,FALSE
0.985294,0.515503,10.580768,TRUE
0.014706,0.153977,10.580768,FALSE
0.988321,0.694711,10.580768,TRUE
0.010219,0.193817,10.580768,FALSE
0.988321,0.694711,10.580768,TRUE
0.010219,0.193817,10.580768,FALSE
0.938776,0.538361,10.580768,TRUE
0.061224,0.013892,10.580768,FALSE
0.95,0.416112,10.580768,TRUE
0.025,0.083164,10.580768,FALSE
0.971178,0.543168,10.580768,TRUE
0.027569,0.033227,10.580768,FALSE
0.978641,0.465185,10.580768,TRUE
0.019417,0.433109,10.580768,FALSE
0.962331,0.444898,10.580768,TRUE
0.027663,0.367942,10.580768,FALSE
0.936438,0.429669,10.580768,TRUE
0.032813,0.316673,10.580768,FALSE
0.954809,0.44754,10.580768,TRUE
0.019046,0.327002,10.580768,FALSE
0.935726,0.554644,12.802629,TRUE
0.027546,0.680588,12.802629,FALSE
0.011686,0.793347,12.802629,FALSE
0.010851,0,12.802629,FALSE
0.922222,0.534762,12.802629,TRUE
0.056481,0.61099,12.802629,FALSE
0.010185,0.785545,12.802629,FALSE
0.8,0.754176,12.802629,TRUE
0.142857,0,12.802629,FALSE
0.057143,0.789937,12.802629,FALSE
0.72229,0.501401,12.802629,TRUE
0.095006,0.546132,12.802629,FALSE
0.09257,0.344604,12.802629,FALSE
0.054811,0.243618,12.802629,FALSE
0.019488,0.019642,12.802629,FALSE
0.974359,0.76803,12.802629,TRUE
0.025641,0.800431,12.802629,FALSE
0.737705,0.271551,12.802629,FALSE
0.262295,0.71366,12.802629,TRUE
0.953488,0.703397,12.802629,TRUE
0.023256,0.17958,12.802629,FALSE
0.023256,0.111491,12.802629,FALSE
0.959184,0.712603,12.802629,TRUE
0.020408,0.125674,12.802629,FALSE
0.5,0.771443,12.802629,TRUE
0.5,0.155574,12.802629,FALSE
0.85,0.494111,12.802629,TRUE
0.15,0.376037,12.802629,FALSE
0.836991,0.5452,12.802629,TRUE
0.050157,0.17378,12.802629,FALSE
0.043887,0.229333,12.802629,FALSE
0.028213,0,12.802629,FALSE
0.021944,0.026505,12.802629,FALSE
0.974359,0.76803,12.802629,TRUE
0.025641,0.800431,12.802629,FALSE
0.974359,0.76803,12.802629,TRUE
0.025641,0.800431,12.802629,FALSE
0.9625,0.57167,12.802629,TRUE
0.0125,0,12.802629,FALSE
0.0125,0,12.802629,FALSE
0.0125,0.693407,12.802629,FALSE
0.643326,0.184004,12.802629,FALSE
0.09628,0.049099,12.802629,FALSE
