mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Jumlah mahasiswa Indonesia)-(AS)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(persen Duta Besar)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Amerika Serikat)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(Indonesia Scot Marciel)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(jumlah mahasiswa Indonesia)]";true;true;false;false;false;true;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(ilmu)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(AS)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(30 persen)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(ribu orang)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(sekolah)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(universitas)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Amerika Serikat,)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(saya)]";false;true;false;false;true;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(permudah)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(urusan visa pelajar,")]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Dubes Marciel saat pembukaan pameran sekolah pascasarjana)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(hukum Amerika Serikat)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Jakarta)]";false;true;false;false;false;false;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(Senin)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Data peningkatan 30)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Jumlah mahasiswa Indonesia)-(persen itu,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Marciel)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Jumlah mahasiswa Indonesia)-(jumlah visa)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Kedutaan Besar)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Jumlah mahasiswa Indonesia)-(AS)]";false;true;false;false;false;false;false;PERSON;LOCATION
"[(Jumlah mahasiswa Indonesia)-(negara)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Jumlah mahasiswa Indonesia)-(Indonesia)]";false;true;false;false;false;false;true;PERSON;LOCATION
