mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Hendardi: Status Buron)-(Susno)]";false;false;false;false;false;true;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(Ketua Badan Pengurus)]";false;false;false;false;false;true;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Institute)]";false;false;false;false;false;true;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(Hendardi,)]";false;false;false;false;false;true;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(penetapan Kepala Badan Reserse Kriminal)]";false;false;false;false;false;true;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kabareskrim)]";false;false;false;false;false;true;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(Purn)]";false;false;false;false;false;true;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(daftar pencarian orang)]";false;false;false;false;false;true;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(DPO)]";false;false;false;false;false;true;false;PERSON;ORGANIZATION
"[(Hendardi: Status Buron)-(Penetapan itu)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(upaya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(ruang gerak Susno)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(kabur)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(negeri)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-("Penetapan Susno Duadji)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(buron)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(DPO Kejaksaan Agung)]";false;false;false;false;false;false;false;PERSON;ORGANIZATION
"[(Hendardi: Status Buron)-((Kejagung)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(langkah)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(ruang gerak dan potensi)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(kabur)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(negeri," jelas)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Hendardi)]";false;false;false;false;false;false;true;PERSON;PERSON
"[(Hendardi: Status Buron)-(Jakarta)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Hendardi: Status Buron)-(Senin)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Hendardi)]";false;false;false;false;false;false;true;PERSON;PERSON
"[(Hendardi: Status Buron)-(langkah)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kejagung)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(berbagai pihak,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Polri)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(Ia)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(pucuk pimpinan Polri)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(dukungannya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(langkah Kejagung)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(mantan jenderal bintang tiga)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-("Kali ini)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kapolri)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(dukungannya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(langkah Jaksa)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Susno)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(eksekusi ini)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(tindakan ceroboh)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Polda Jawa Barat)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Hendardi: Status Buron)-(Susno)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(Polda Jawa Barat," tegasnya)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Hendardi: Status Buron)-(Hendardi)]";false;false;false;false;false;false;true;PERSON;PERSON
"[(Hendardi: Status Buron)-(Susno)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(premanisme hukum)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(cara-cara)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(putusan lembaga peradilan)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-("Pilihan Susno)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(status buron)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(bukanlah perlawanan hukum tapi premanisme hukum)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(cara)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(putusan lembaga peradilan," tutupnya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(saat ini)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kejagung)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(status DPO)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Susno)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(karena keberadaan pensiunan polisi bintang)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kepala Pusat Penerangan dan Hukum)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kapuspenkum)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(Setia Untung Arimuladi)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(penetapan)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Kejaksaan Tinggi)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Hendardi: Status Buron)-(DKI Jakarta)]";false;false;false;false;false;false;false;PERSON;ORGANIZATION
"[(Hendardi: Status Buron)-(surat Nomor)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(tanggal)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(26 April 2013,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(Nomor)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Hendardi: Status Buron)-(tanggal)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(26 April 2013)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Hendardi: Status Buron)-(jaksa)]";false;false;false;false;false;false;false;PERSON;OTHER
