mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Tujuh Menteri)-(Akun Twitter Presiden Susilo Bambang Yudhoyono)]";false;true;false;false;false;true;false;OTHER;PERSON
"[(Tujuh Menteri)-(akun Twitter)]";false;true;false;false;false;true;false;OTHER;OTHER
"[(Tujuh Menteri)-(Padahal,)]";false;false;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(beberapa menteri)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(akun)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(situs mikrobloging tersebut)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Berikut)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(tujuh menteri)]";true;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Tanah)]";false;true;false;false;false;false;false;OTHER;LOCATION
"[(Tujuh Menteri)-(Air)]";false;true;false;false;false;false;false;OTHER;ORGANIZATION
"[(Tujuh Menteri)-(akun Twitter)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Sembiring Menteri Komunikasi dan Informatika)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(akun)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(@tifsembiring)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Oktober)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Minggu)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(siang ini,)]";false;false;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(akun tersebut)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(550.547 pengikut)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Dahlan Iskan)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(Menteri Badan Usaha Milik Negara)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(BUMN)]";false;true;false;false;false;false;false;OTHER;ORGANIZATION
"[(Tujuh Menteri)-(akun Twitter sendiri)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(nama @iskan_dahlan)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(12 April 2012,)]";false;false;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(akun Dahlan)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(334.558 pengikut)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Hatta Rajasa Menteri Koordinator Bidang Perekonomian ini)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(akun)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(nama)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(17 Juni 2010)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Minggu)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(siang)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(jumlah pengikutnya)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(134.190)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(waktu)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(30 menit)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(jumlah pengikutnya)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Roy Suryo Menteri Pemuda dan Olahraga)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(akun @KRMTRoySuryo)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(tanggal)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(13 Desember 2010)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Jumlah pengikutnya)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(Minggu)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(siang sekitar)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(30 menit)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(jumlah pengikutnya)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(Suswono Menteri Pertanian Suswono)]";false;true;false;false;false;false;false;OTHER;PERSON
"[(Tujuh Menteri)-(akun Twitter)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(@suswono)]";false;true;false;false;false;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(ia)]";false;true;false;false;true;false;false;OTHER;OTHER
"[(Tujuh Menteri)-(penggemar berat sayur asem dan buah lokal)]";false;true;false;false;false;false;false;OTHER;OTHER
