mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Formi siapkan)-(15 tumpeng)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(ultah Sultan HB)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(Forum Olah Raga Rekreasi Masyarakat Indonesia)]";false;true;false;false;false;true;false;PERSON;ORGANIZATION
"[(Formi siapkan)-(Kota Yogyakarta)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Formi siapkan)-(15 tumpeng)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(ulang tahun ke-67)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(Raja Keraton Ngayogyakarta Hadiningrat Sri Sultan Hamengku Buwono X.)]";false;true;false;false;false;true;false;PERSON;PERSON
"[(Formi siapkan)-(tumpeng tersebut)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(acara 'Sunday Morning Fun Walk')]";false;false;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(Alun-Alun Utara)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Formi siapkan)-(Minggu)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(Ketua Forum Olah Raga Rekreasi Masyarakat Indonesia)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(Formi)]";false;true;false;false;false;true;true;PERSON;PERSON
"[(Formi siapkan)-(Yogyakarta)]";false;true;false;false;false;true;false;PERSON;LOCATION
"[(Formi siapkan)-(Selasa)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Formi siapkan)-(dia,)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Formi siapkan)-(15 tumpeng)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Sri Sultan Hamengku Buwono)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(Permaisuri GKR Hemas,)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(tumpeng lain)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(pengurus Formi)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(14 kecamatan)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Kota Yogyakarta)]";false;true;false;false;false;false;false;PERSON;LOCATION
"[(Formi siapkan)-("Tumpeng)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Formi kecamatan)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(masyarakat umum,")]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Ulang tahun Raja Keraton Ngayogyakarta Hadiningrat)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(Gubernur DIY Sri Sultan HB)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(2 April)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(tumpeng)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(bagian)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(perayaan ulang tahun)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Sri Sultan HB)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(warga Kota Yogyakarta)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(kegiatan jalan)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(benteng keraton)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Ketua Panitia "Sunday Morning Fun Walk" Widodo Mujiyatno)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(kegiatan tersebut)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Sultan HB)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(rangkaian balon)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-("Jumlah balon)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(usia beliau,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(67 buah)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Kami)]";false;true;false;false;true;false;false;PERSON;OTHER
"[(Formi siapkan)-(hadiah menarik)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(peserta)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(salah)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(tabungan Rp5)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(Sri Sultan HB X,")]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(Sri Sultan HB)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Formi siapkan)-(permaisuri)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Formi siapkan)-(kegiatan jalan)]";false;true;false;false;false;false;false;PERSON;OTHER
