mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(alih posisi Amerika Serikat)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(hal penjualan desktop atau komputer)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Riset)]";false;true;false;false;false;false;false;LOCATION;PERSON
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(lembaga konsultan IHS)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(pengiriman desktop)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Negeri Tirai)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Bambu itu)]";false;true;false;false;false;false;false;LOCATION;PERSON
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(angka 69)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(juta unit)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Sebelumnya)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(posisi teratas)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Amerika Serikat)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(angka penjualan 66)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(juta unit)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Cina)]";false;true;false;false;false;false;true;LOCATION;LOCATION
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(negera)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(pengguna internet terbesar,)]";false;false;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(juta pengguna)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Peter Lin,)]";false;false;false;false;false;false;false;LOCATION;PERSON
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(analis)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(komputer)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(IHS)]";false;true;false;false;false;false;false;LOCATION;ORGANIZATION
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(pangsa pengiriman desktop dan laptop)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(Cina)]";false;true;false;false;false;false;true;LOCATION;LOCATION
"[(Cina Kuasai Pasar Desktop Dunia Cina)-(fenomena)]";false;true;false;false;false;false;false;LOCATION;OTHER
